index,id,species,family_name,order_name,hits,source,filtered_hits
291,GATB00000000.2,Metallyticus splendidus,Metallyticidae,Mantodea,0,TSA,0.0
292,GAUF00000000.2,Leuctra sp. AD-2013,Leuctridae,Plecoptera,1,TSA,1.0
293,GAWR00000000.2,Menopon gallinae,Menoponidae,Phthiraptera,0,TSA,0.0
294,GASW00000000.2,Mantis religiosa,Mantidae,Mantodea,0,TSA,0.0
295,GAXF00000000.2,Planococcus citri,Pseudococcidae,Hemiptera,0,TSA,0.0
296,GAWJ00000000.2,Peruphasma schultei,Pseudophasmatidae,Phasmatodea,0,TSA,0.0
297,GAYZ00000000.2,Ranatra linearis,Nepidae,Hemiptera,0,TSA,0.0
298,GAWX00000000.2,Trialeurodes vaporariorum,Aleyrodidae,Hemiptera,0,TSA,0.0
299,GAVX00000000.2,Timema cristinae,Timematidae,Phasmatodea,0,TSA,0.0
300,GAXB00000000.2,Tanzaniophasma sp. AD-2013,Tanzaniophasmatidae,Mantophasmatodea,0,TSA,0.0
301,GAXC00000000.2,Thrips palmi,Thripidae,Thysanoptera,1,TSA,1.0
302,GASQ00000000.2,Tetrix subulata,Tetrigidae,Orthoptera,0,TSA,0.0
303,GAWW00000000.2,Tenthredo koehleri,Tenthredinidae,Hymenoptera,1,TSA,1.0
304,GAYI00000000.2,Xenophysella greensladeae,Peloridiidae,Hemiptera,0,TSA,0.0
305,GAUI00000000.2,Subilla sp. AD-2014,Raphidiidae,Raphidioptera,0,TSA,0.0
306,GAUO00000000.2,Velia caprai,Veliidae,Hemiptera,0,TSA,0.0
307,GAXG00000000.2,Gynaikothrips ficorum,Phlaeothripidae,Thysanoptera,1,TSA,1.0
308,GAZH00000000.2,Inocellia crassicornis,Inocelliidae,Raphidioptera,0,TSA,0.0
309,GAUY00000000.2,Gyrinus marinus,Gyrinidae,Coleoptera,0,TSA,0.0
310,GAWZ00000000.2,Gryllotalpa sp. AD-2013,Gryllotalpidae,Orthoptera,0,TSA,0.0
311,GAWN00000000.2,Galloisiana yuasai,Grylloblattidae,Grylloblattodea,0,TSA,0.0
312,GAYA00000000.2,Zorotypus caudelli,Zorotypidae,Zoraptera,0,TSA,0.0
313,GAZF00000000.2,Essigella californica,Lachnidae,Hemiptera,0,TSA,0.0
314,GAYQ00000000.2,Forficula auricularia,Forficulidae,Dermaptera,0,TSA,0.0
315,GAPT00000000.2,Ectopsocus briggsi,Ectopsocidae,Psocoptera,0,TSA,0.0
316,GAZG00000000.2,Eurylophella sp. AD-2013,Ephemerellidae,Ephemeroptera,0,TSA,0.0
317,GAXW00000000.2,Euroleon nostras,Myrmeleontidae,Neuroptera,0,TSA,0.0
318,GAYE00000000.2,Frankliniella cephalica,Thripidae,Thysanoptera,1,TSA,1.0
319,GAVW00000000.2,Epiophlebia superstes,Epiophlebiidae,Odonata,0,TSA,0.0
320,GATG00000000.2,Corydalus cornutus,Corydalidae,Megaloptera,0,TSA,0.0
321,GAUN00000000.2,Cercopis vulnerata,Cercopidae,Hemiptera,0,TSA,0.0
322,GAZN00000000.2,Cryptocercus wrighti,Cryptocercidae,Blattodea,0,TSA,0.0
323,GAYO00000000.2,Cordulegaster boltonii,Cordulegastridae,Odonata,0,TSA,0.0
324,GAYD00000000.2,Blaberus atropos,Blaberidae,Blattodea,0,TSA,0.0
325,GAYM00000000.2,Calopteryx splendens,Calopterygidae,Odonata,0,TSA,0.0
326,GATU00000000.2,Baetis sp. AD-2013,Baetidae,Ephemeroptera,1,TSA,1.0
327,GAWU00000000.2,Aposthonia japonica,Oligotomidae,Embioptera,0,TSA,0.0
328,GAUW00000000.2,Apachyus charteceus,Apachyidae,Dermaptera,0,TSA,0.0
329,GAUV00000000.2,Acanthosoma haemorrhoidale,Acanthosomatidae,Hemiptera,0,TSA,0.0
330,GATW00000000.2,Aleochara curtula,Staphylinidae,Coleoptera,0,TSA,0.0
331,GAYY00000000.2,Acanthocasuarina muellerianae,Triozidae,Hemiptera,0,TSA,0.0
332,GCYV00000000.1,Megatibicen dorsatus,Cicadidae,Hemiptera,0,TSA,0.0
333,GFUX00000000.1,Solenopsis invicta,Formicidae,Hymenoptera,3,TSA,3.0
334,GFNN00000000.1,Premolis semirufa,Erebidae,Lepidoptera,0,TSA,0.0
335,GFWI00000000.1,Helicoverpa armigera,Noctuidae,Lepidoptera,0,TSA,0.0
336,GGEP00000000.1,Sarcophaga peregrina,Sarcophagidae,Diptera,1,TSA,1.0
337,GGHC00000000.1,Gymnosoma nitens,Tachinidae,Diptera,1,TSA,1.0
338,GGHH00000000.1,Ulurumyia macalpinei,Ulurumyiidae,Diptera,0,TSA,0.0
339,GGHE00000000.1,Mesembrinella bellardiana,Calliphoridae,Diptera,0,TSA,0.0
340,GGHN00000000.1,Hebecnema umbratica,Muscidae,Diptera,0,TSA,0.0
341,GGHB00000000.1,Cylindromyia sp. CylindSp011,Tachinidae,Diptera,0,TSA,0.0
342,GGHV00000000.1,Verticia nigra,Calliphoridae,Diptera,0,TSA,0.0
343,GGHU00000000.1,Stevenia sp. StevSp012,Rhinophoridae,Diptera,0,TSA,0.0
344,GGHT00000000.1,Sarcophaga sp. SarcoSp002,Sarcophagidae,Diptera,0,TSA,0.0
345,GGHS00000000.1,Pseudogonia rufifrons,Tachinidae,Diptera,0,TSA,0.0
346,GGHR00000000.1,Polietes lardarius,Muscidae,Diptera,0,TSA,0.0
347,GGHQ00000000.1,Phaonia angelicae,Muscidae,Diptera,0,TSA,0.0
348,GGHP00000000.1,Mystacinobia zelandica,Mystacinobiidae,Diptera,1,TSA,1.0
349,GGHG00000000.1,Mydaea urbana,Muscidae,Diptera,0,TSA,0.0
350,GGHF00000000.1,Muscina stabulans,Muscidae,Diptera,0,TSA,0.0
351,GGHO00000000.1,Mintho rufiventris,Tachinidae,Diptera,0,TSA,0.0
352,GGHD00000000.1,Eurychaeta muscaria,Calliphoridae,Diptera,0,TSA,0.0
353,GGGY00000000.1,Bixinia sp. RSM007,Rhinophoridae,Diptera,0,TSA,0.0
354,GGGW00000000.1,Amenia sp. RSM006,Calliphoridae,Diptera,0,TSA,0.0
355,GGJZ00000000.1,Colias eurytheme,Pieridae,Lepidoptera,0,TSA,0.0
356,GGKC00000000.1,Heliconius cydno,Nymphalidae,Lepidoptera,0,TSA,0.0
357,GGJY00000000.1,Pieris rapae,Pieridae,Lepidoptera,0,TSA,0.0
358,GGKB00000000.1,Papilio polytes,Papilionidae,Lepidoptera,0,TSA,0.0
359,GGFB00000000.1,Laupala cerasina,Gryllidae,Orthoptera,1,TSA,1.0
360,IADJ00000000.1,Trypoxylus dichotomus,Scarabaeidae,Coleoptera,0,TSA,0.0
361,GGSD00000000.1,Gryllus veletis,Gryllidae,Orthoptera,0,TSA,0.0
362,GGLM00000000.1,Haematobia irritans,Muscidae,Diptera,0,TSA,0.0
363,GFNP00000000.1,Helicoverpa armigera,Noctuidae,Lepidoptera,0,TSA,0.0
364,GFPX00000000.1,Timema poppensis,Timematidae,Phasmatodea,0,TSA,0.0
365,GFPZ00000000.1,Timema tahoe,Timematidae,Phasmatodea,0,TSA,0.0
366,GFPY00000000.1,Timema shepardi,Timematidae,Phasmatodea,0,TSA,0.0
367,GFPV00000000.1,Timema monikensis,Timematidae,Phasmatodea,0,TSA,0.0
368,GFPR00000000.1,Timema genevievae,Timematidae,Phasmatodea,0,TSA,0.0
369,GFPW00000000.1,Timema podura,Timematidae,Phasmatodea,0,TSA,0.0
370,GFPU00000000.1,Timema douglasi,Timematidae,Phasmatodea,0,TSA,0.0
371,GFPT00000000.1,Timema cristinae,Timematidae,Phasmatodea,0,TSA,0.0
372,GFPS00000000.1,Timema californicum,Timematidae,Phasmatodea,0,TSA,0.0
373,GFPP00000000.1,Timema bartmani,Timematidae,Phasmatodea,0,TSA,0.0
374,GGPH00000000.1,Diceroprocta semicincta,Cicadidae,Hemiptera,0,TSA,0.0
375,GGOB00000000.1,Chrysomela lapponica,Chrysomelidae,Coleoptera,0,TSA,0.0
376,GBJC00000000.1,Periplaneta americana,Blattidae,Blattodea,0,TSA,0.0
377,GGNV00000000.1,Leptinotarsa decemlineata,Chrysomelidae,Coleoptera,2,TSA,1.0
378,GFZR00000000.1,Eutolmus rufibarbis,Asilidae,Diptera,0,TSA,0.0
379,GFZQ00000000.1,Machimus arthriticus,Asilidae,Diptera,0,TSA,0.0
380,GFRV00000000.1,Plutella xylostella,Plutellidae,Lepidoptera,0,TSA,0.0
381,GCCL00000000.1,Ecdyonurus insignis,Heptageniidae,Ephemeroptera,0,TSA,0.0
382,GCDM00000000.1,Mortonagrion selenion,Coenagrionidae,Odonata,0,TSA,0.0
383,GGMU00000000.1,Serangium japonicum,Coccinellidae,Coleoptera,2,TSA,2.0
384,GGMS00000000.1,Sipha flava,Aphididae,Hemiptera,0,TSA,0.0
385,GGMW00000000.1,Adoxophyes orana,Tortricidae,Lepidoptera,0,TSA,0.0
386,GGGI00000000.1,Leptopilina boulardi,Figitidae,Hymenoptera,2,TSA,2.0
387,GGMR00000000.1,Schizaphis graminum,Aphididae,Hemiptera,0,TSA,0.0
388,GGKM00000000.1,Trichogramma chilonis,Trichogrammatidae,Hymenoptera,1,TSA,0.0
389,GGMY00000000.1,Carposina sasakii,Carposinidae,Lepidoptera,0,TSA,0.0
390,GFAX00000000.1,Carausius morosus,Lonchodidae,Phasmatodea,0,TSA,0.0
391,GFXC00000000.1,Anoplophora chinensis,Cerambycidae,Coleoptera,0,TSA,0.0
392,GGGP00000000.1,Bombus pyrosoma,Apidae,Hymenoptera,0,TSA,0.0
393,GGLW00000000.1,Arctia plantaginis,Erebidae,Lepidoptera,0,TSA,0.0
394,GFMG00000000.1,Gryllus bimaculatus,Gryllidae,Orthoptera,0,TSA,0.0
395,GGLV00000000.1,Panchlora nivea,Blaberidae,Blattodea,1,TSA,1.0
396,GGKZ00000000.1,Chrysoperla zastrowi sillemi,Chrysopidae,Neuroptera,1,TSA,1.0
397,GDVN00000000.1,Acheta domesticus,Gryllidae,Orthoptera,1,TSA,1.0
398,GCND00000000.1,Syritta pipiens,Syrphidae,Diptera,0,TSA,0.0
399,GCMV00000000.1,Merodon equestris,Syrphidae,Diptera,0,TSA,0.0
400,GCNH00000000.1,Zacompsia fulva,Ulidiidae,Diptera,0,TSA,0.0
401,GCMU00000000.1,Megaselia abdita,Phoridae,Diptera,1,TSA,1.0
402,GCNI00000000.1,Meroplius fasciculatus,Sepsidae,Diptera,0,TSA,0.0
403,GCMR00000000.1,Lonchoptera bifurcata,Lonchopteridae,Diptera,1,TSA,1.0
404,GCME00000000.1,Leucozona lucorum,Syrphidae,Diptera,1,TSA,1.0
405,GCMW00000000.1,Pipiza noctiluca,Syrphidae,Diptera,1,TSA,1.0
406,GCGU00000000.1,Platypeza anthrax,Platypezidae,Diptera,1,TSA,1.0
407,GCHQ00000000.1,Ferdinandea cuprea,Syrphidae,Diptera,1,TSA,1.0
408,GCGL00000000.1,Eristalis pertinax,Syrphidae,Diptera,0,TSA,0.0
409,GCGE00000000.1,Nephrocerus atrapilus,Pipunculidae,Diptera,1,TSA,1.0
410,GCGT00000000.1,Melanostoma scalare,Syrphidae,Diptera,1,TSA,1.0
411,GCGO00000000.1,Heteropsilopus ingenuus,Dolichopodidae,Diptera,1,TSA,1.0
412,GCFT00000000.1,Lenophila dentipes,Platystomatidae,Diptera,0,TSA,0.0
413,GCFM00000000.1,Episyrphus balteatus,Syrphidae,Diptera,0,TSA,0.0
414,GCFG00000000.1,Baccha elongata,Syrphidae,Diptera,1,TSA,1.0
415,GCFH00000000.1,Archimicrodon brachycerus,Syrphidae,Diptera,0,TSA,0.0
416,GCEW00000000.1,Sapromyza sciomyzina,Lauxaniidae,Diptera,0,TSA,0.0
417,GGKQ00000000.1,Dendroctonus ponderosae,Curculionidae,Coleoptera,1,TSA,1.0
418,GGKK00000000.1,Sitophilus oryzae,Curculionidae,Coleoptera,2,TSA,0.0
419,GGBC00000000.1,Polypedilum nubifer,Chironomidae,Diptera,0,TSA,0.0
420,GGBJ00000000.1,Corethrella calathicola,Chaoboridae,Diptera,1,TSA,1.0
421,GGAW00000000.1,Atrichopogon sp. Cera GD1,Ceratopogonidae,Diptera,1,TSA,1.0
422,GGBH00000000.1,Dixa sp. Dix1,Dixidae,Diptera,0,TSA,0.0
423,GGAY00000000.1,Procladius villosimanus,Chironomidae,Diptera,0,TSA,0.0
424,GGAV00000000.1,Scatopsidae sp. GD3,Scatopsidae,Diptera,2,TSA,1.0
425,GGBM00000000.1,Tripteroides aranoides,Culicidae,Diptera,1,TSA,1.0
426,GGBL00000000.1,Toxorhynchites sp. Toxo,Culicidae,Diptera,0,TSA,0.0
427,GGBK00000000.1,Chaoborus flavidulus,Chaoboridae,Diptera,1,TSA,1.0
428,GGBI00000000.1,cf. Dixella/Nothodixa sp. Dix2,Dixidae,Diptera,0,TSA,0.0
429,GGBP00000000.1,Simulium sp. Sim Corn,Simuliidae,Diptera,0,TSA,0.0
430,GGBG00000000.1,cf. Paracnephia sp. Prosim 2,Simuliidae,Diptera,0,TSA,0.0
431,GGBE00000000.1,Kiefferophyes invenustulus,Chironomidae,Diptera,0,TSA,0.0
432,GGBF00000000.1,Austrothaumalea cf. denticulata Cul1,Thaumaleidae,Diptera,0,TSA,0.0
433,GGBD00000000.1,Cardiocladius sp. GF1,Chironomidae,Diptera,0,TSA,0.0
434,GGBB00000000.1,Telmatogeton pectinata,Chironomidae,Diptera,0,TSA,0.0
435,GGBA00000000.1,Paraheptagyia tonnoiri,Chironomidae,Diptera,0,TSA,0.0
436,GGAX00000000.1,Podonomus sp. Cul2,Chironomidae,Diptera,0,TSA,0.0
437,GGAZ00000000.1,Telmatopelopia nemorum,Chironomidae,Diptera,0,TSA,0.0
438,GGAN00000000.1,Dasyhelea sp. Cera B11,Ceratopogonidae,Diptera,2,TSA,2.0
439,GFFZ00000000.1,Machimus arthriticus,Asilidae,Diptera,0,TSA,0.0
440,GFGB00000000.1,Dasypogon diadema,Asilidae,Diptera,0,TSA,0.0
441,GCDK00000000.1,Hyles euphorbiae,Sphingidae,Lepidoptera,0,TSA,0.0
442,GFJU00000000.1,Tomicus yunnanensis,Curculionidae,Coleoptera,0,TSA,0.0
443,GBML00000000.1,Symmorphus murarius,Vespidae,Hymenoptera,2,TSA,1.0
444,GBMF00000000.1,Discoelius zonalis,Vespidae,Hymenoptera,1,TSA,1.0
445,GBMZ00000000.1,Chlorodynerus chloroticus,Vespidae,Hymenoptera,0,TSA,0.0
446,GBTI00000000.1,Leptochilus alpestris,Vespidae,Hymenoptera,0,TSA,0.0
447,GBOX00000000.1,Quartinia thebaica,Vespidae,Hymenoptera,1,TSA,1.0
448,GBMD00000000.1,Ancistrocerus nigricornis,Vespidae,Hymenoptera,1,TSA,1.0
449,GBMR00000000.1,Delta sp. AD-2014,Vespidae,Hymenoptera,1,TSA,1.0
450,GBMO00000000.1,Celonites abbreviatus,Vespidae,Hymenoptera,2,TSA,1.0
451,GBTG00000000.1,Alastor atropos,Vespidae,Hymenoptera,3,TSA,1.0
452,GBTN00000000.1,Gymnomerus laevipes,Vespidae,Hymenoptera,0,TSA,0.0
453,GBLO00000000.1,Cosmocomoidea morgani,Mymaridae,Hymenoptera,1,TSA,1.0
454,GBLM00000000.1,Cosmocomoidea triguttata,Mymaridae,Hymenoptera,3,TSA,3.0
455,GBLN00000000.1,Cosmocomoidea morrilli,Mymaridae,Hymenoptera,2,TSA,2.0
456,GCVC00000000.1,Allodynerus rossii,Vespidae,Hymenoptera,2,TSA,1.0
457,GDLP00000000.1,Paragymnomerus spiricornis,Vespidae,Hymenoptera,0,TSA,0.0
458,GBWT00000000.1,Odynerus spinipes,Vespidae,Hymenoptera,1,TSA,1.0
459,GBVQ00000000.1,Stenodynerus steckianus,Vespidae,Hymenoptera,0,TSA,0.0
460,GBVS00000000.1,Microdynerus nugdunensis,Vespidae,Hymenoptera,1,TSA,1.0
461,GBQQ00000000.1,Katamenes arbustorum,Vespidae,Hymenoptera,0,TSA,0.0
462,GBNU00000000.1,Euodynerus quadrifasciatus,Vespidae,Hymenoptera,1,TSA,1.0
463,GBOT00000000.1,Rhynchium cyanopterum,Vespidae,Hymenoptera,0,TSA,0.0
464,GGEG00000000.1,Papaipema speciosissima,Noctuidae,Lepidoptera,0,TSA,0.0
465,GGEH00000000.1,Papaipema sp. 4 SJO-2017,Noctuidae,Lepidoptera,0,TSA,0.0
466,GFGA00000000.1,Eutolmus rufibarbis,Asilidae,Diptera,1,TSA,1.0
467,GFQP00000000.1,Eriocrania semipurpurella,Eriocraniidae,Lepidoptera,0,TSA,0.0
468,GGFL00000000.1,Anopheles darlingi,Culicidae,Diptera,1,TSA,1.0
469,GGFK00000000.1,Anopheles triannulatus,Culicidae,Diptera,0,TSA,0.0
470,GGFJ00000000.1,Anopheles marajoara,Culicidae,Diptera,0,TSA,0.0
471,GGFM00000000.1,Anopheles braziliensis,Culicidae,Diptera,0,TSA,0.0
472,GGFF00000000.1,Anopheles nuneztovari,Culicidae,Diptera,0,TSA,0.0
473,GGFG00000000.1,Myrmecia gulosa,Formicidae,Hymenoptera,0,TSA,0.0
474,GGEV00000000.1,Planotortrix octo,Tortricidae,Lepidoptera,0,TSA,0.0
475,GGET00000000.1,Ctenopseustis herana,Tortricidae,Lepidoptera,0,TSA,0.0
476,GGEU00000000.1,Planotortrix excessana,Tortricidae,Lepidoptera,0,TSA,0.0
477,GEOI00000000.1,Cylas formicarius,Brentidae,Coleoptera,0,TSA,0.0
478,GFBX00000000.1,Hemideina crassidens,Anostostomatidae,Orthoptera,0,TSA,0.0
479,GFBW00000000.1,Hemideina thoracica,Anostostomatidae,Orthoptera,0,TSA,0.0
480,GGEO00000000.1,Ctenopseustis obliquana,Tortricidae,Lepidoptera,0,TSA,0.0
481,GCOO00000000.1,Phyllodes eyndhovii,Noctuidae,Lepidoptera,0,TSA,0.0
482,GCJS00000000.1,Phragmatobia fuliginosa,Erebidae,Lepidoptera,0,TSA,0.0
483,GCNU00000000.1,Amata phegea,Erebidae,Lepidoptera,0,TSA,0.0
484,GGCK00000000.1,Microplitis mediator,Braconidae,Hymenoptera,1,TSA,1.0
485,GGEJ00000000.1,Copidosoma sosares,Encyrtidae,Hymenoptera,0,TSA,0.0
486,GBWK00000000.1,Leucospis dorsigera,Leucospidae,Hymenoptera,0,TSA,0.0
487,GBVC00000000.1,Metaphycus flavus,Encyrtidae,Hymenoptera,1,TSA,1.0
488,GBUU00000000.1,Ormyrus sp. AD-2014,Ormyridae,Hymenoptera,1,TSA,1.0
489,GBPF00000000.1,Theocolax elegans,Pteromalidae,Hymenoptera,0,TSA,0.0
490,GBQC00000000.1,Eurytoma brunniventris,Eurytomidae,Hymenoptera,1,TSA,1.0
491,GBOV00000000.1,Philotrypesis parca,Pteromalidae,Hymenoptera,0,TSA,0.0
492,GBPA00000000.1,Bootanomyia dorsalis,Megastigmidae,Hymenoptera,0,TSA,0.0
493,GCUN00000000.1,Eucharis adscendens,Eucharitidae,Hymenoptera,0,TSA,0.0
494,GBMC00000000.1,Trichogramma evanescens,Trichogrammatidae,Hymenoptera,1,TSA,1.0
495,GCUU00000000.1,Elasmus sp. AD-2014,Eulophidae,Hymenoptera,0,TSA,0.0
496,GBUE00000000.1,Brasema neomexicana,Eupelmidae,Hymenoptera,2,TSA,2.0
497,GBUD00000000.1,Oodera sp. AD-2014,Pteromalidae,Hymenoptera,1,TSA,1.0
498,GBTH00000000.1,Courtella sp. AD-2014,Agaonidae,Hymenoptera,0,TSA,0.0
499,GBTK00000000.1,Aphelinus abdominalis,Aphelinidae,Hymenoptera,2,TSA,2.0
500,GBMM00000000.1,Tamarixia radiata,Eulophidae,Hymenoptera,0,TSA,0.0
501,GBMN00000000.1,Eupelmus urozonus,Eupelmidae,Hymenoptera,2,TSA,1.0
502,GBNE00000000.1,Leptomastix dactylopii,Encyrtidae,Hymenoptera,3,TSA,1.0
503,GBNA00000000.1,Otitesella tsamvi,Pteromalidae,Hymenoptera,2,TSA,2.0
504,GBPD00000000.1,Sycophila biguttata,Eurytomidae,Hymenoptera,1,TSA,1.0
505,GBPB00000000.1,Lachaisea equicollis,Pteromalidae,Hymenoptera,0,TSA,0.0
506,GBMI00000000.1,Podagrion pachymerum,Torymidae,Hymenoptera,0,TSA,0.0
507,GBLT00000000.1,Perilampus aeneus,Perilampidae,Hymenoptera,0,TSA,0.0
508,GBWL00000000.1,Pachycrepoideus vindemmiae,Pteromalidae,Hymenoptera,1,TSA,1.0
509,GBWB00000000.1,Philocaenus barbarus,Pteromalidae,Hymenoptera,1,TSA,1.0
510,GBVR00000000.1,Lariophagus distinguendus,Pteromalidae,Hymenoptera,1,TSA,1.0
511,GBVV00000000.1,Spalangia cameroni,Pteromalidae,Hymenoptera,1,TSA,1.0
512,GBVN00000000.1,Encarsia formosa,Aphelinidae,Hymenoptera,2,TSA,2.0
513,GBTR00000000.1,Tanaostigmodes howardii,Tanaostigmatidae,Hymenoptera,1,TSA,1.0
514,GBTW00000000.1,Elisabethiella stueckenbergi,Agaonidae,Hymenoptera,0,TSA,0.0
515,GFTU00000000.1,Euscelidius variegatus,Cicadellidae,Hemiptera,1,TSA,0.0
516,GGBS00000000.1,Bactrocera dorsalis,Tephritidae,Diptera,0,TSA,0.0
517,IACV00000000.1,Nilaparvata lugens,Delphacidae,Hemiptera,0,TSA,0.0
518,GGAH00000000.1,Trypoxylus dichotomus,Scarabaeidae,Coleoptera,0,TSA,0.0
519,GFWQ00000000.1,Plodia interpunctella,Pyralidae,Lepidoptera,0,TSA,0.0
520,GFXV00000000.1,Melanaphis sacchari,Aphididae,Hemiptera,0,TSA,0.0
521,GFOS00000000.1,Rhagovelia antilleana,Veliidae,Hemiptera,0,TSA,0.0
522,GFLV00000000.1,Formica exsecta,Formicidae,Hymenoptera,2,TSA,1.0
523,GGAA00000000.1,Nicrophorus orbicollis,Silphidae,Coleoptera,0,TSA,0.0
524,GFZI00000000.1,Microplitis tuberculifer,Braconidae,Hymenoptera,1,TSA,1.0
525,IAAD00000000.1,Pogonomyrmex californicus,Formicidae,Hymenoptera,1,TSA,1.0
526,GFWX00000000.1,Ischnura elegans,Coenagrionidae,Odonata,0,TSA,0.0
527,GFAB00000000.1,Spodoptera frugiperda,Noctuidae,Lepidoptera,0,TSA,0.0
528,GFPC00000000.1,Nasonia vitripennis,Pteromalidae,Hymenoptera,0,TSA,0.0
529,GFPB00000000.1,Trichomalopsis sarcophagae,Pteromalidae,Hymenoptera,0,TSA,0.0
530,GFPA00000000.1,Urolepis rufipes,Pteromalidae,Hymenoptera,0,TSA,0.0
531,GFOZ00000000.1,Nasonia giraulti,Pteromalidae,Hymenoptera,0,TSA,0.0
532,GECQ00000000.1,Murgantia histrionica,Pentatomidae,Hemiptera,0,TSA,0.0
533,GFWP00000000.1,Sogatella furcifera,Delphacidae,Hemiptera,0,TSA,0.0
534,GFVN00000000.1,Bicyclus anynana,Nymphalidae,Lepidoptera,0,TSA,0.0
535,GFXM00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
536,GDLA00000000.1,Larinus minutus,Curculionidae,Coleoptera,1,TSA,1.0
537,GDNJ00000000.1,Heterochelus sp. AD-2015,Scarabaeidae,Coleoptera,0,TSA,0.0
538,GDPL00000000.1,Oreina cacaliae,Chrysomelidae,Coleoptera,1,TSA,1.0
539,GDNW00000000.1,Cucujus clavipes,Cucujidae,Coleoptera,1,TSA,1.0
540,GDPU00000000.1,Macrosiagon limbatum,Ripiphoridae,Coleoptera,0,TSA,0.0
541,GDMY00000000.1,Dryops sp. AD-2015,Dryopidae,Coleoptera,0,TSA,0.0
542,GDNM00000000.1,Xylobiops basilaris,Bostrichidae,Coleoptera,0,TSA,0.0
543,GDPC00000000.1,Thanasimus formicarius,Cleridae,Coleoptera,0,TSA,0.0
544,GDOQ00000000.1,Micromalthus debilis,Micromalthidae,Coleoptera,0,TSA,0.0
545,GDLJ00000000.1,Anorus arizonicus,Dascillidae,Coleoptera,0,TSA,0.0
546,GDLI00000000.1,Hypocaccus fitchi,Histeridae,Coleoptera,0,TSA,0.0
547,GDPQ00000000.1,Lagria hirta,Tenebrionidae,Coleoptera,0,TSA,0.0
548,GDPR00000000.1,Hydrochara caraboides,Hydrophilidae,Coleoptera,0,TSA,0.0
549,HACL00000000.1,Anopheles gambiae,Culicidae,Diptera,0,TSA,0.0
550,GFVY00000000.1,Clitarchus hookeri,Phasmatidae,Phasmatodea,3,TSA,1.0
551,GEXY00000000.1,Megaloprepus caerulatus,Pseudostigmatidae,Odonata,0,TSA,0.0
552,IABS00000000.1,Crematogaster osakensis,Formicidae,Hymenoptera,1,TSA,1.0
553,GFUZ00000000.1,Amphizoa insolens,Amphizoidae,Coleoptera,0,TSA,0.0
554,GETN00000000.1,Scirpophaga incertulas,Crambidae,Lepidoptera,0,TSA,0.0
555,GFLW00000000.1,Aphidius ervi,Braconidae,Hymenoptera,0,TSA,0.0
556,GEZB00000000.1,Locusta migratoria,Acrididae,Orthoptera,0,TSA,0.0
557,GFUB00000000.1,Podisus maculiventris,Pentatomidae,Hemiptera,0,TSA,0.0
558,GFSE00000000.1,Gampsocleis gratiosa,Tettigoniidae,Orthoptera,0,TSA,0.0
559,IABT00000000.1,Protophormia terraenovae,Calliphoridae,Diptera,0,TSA,0.0
560,GFPI00000000.1,Epilachna varivestis,Coccinellidae,Coleoptera,0,TSA,0.0
561,GFQL00000000.1,Carposina sasakii,Carposinidae,Lepidoptera,0,TSA,0.0
562,GFOX00000000.1,Pyrrhocoris apterus,Pyrrhocoridae,Hemiptera,0,TSA,0.0
563,GFOP00000000.1,Lepidotrigona ventralis,Apidae,Hymenoptera,0,TSA,0.0
564,GFOR00000000.1,Bactrocera latifrons,Tephritidae,Diptera,0,TSA,0.0
565,GFOU00000000.1,Zeugodacus cucumis,Tephritidae,Diptera,2,TSA,1.0
566,GETS00000000.1,Locusta migratoria manilensis,Acrididae,Orthoptera,0,TSA,0.0
567,IACE00000000.1,Diacamma sp. Okinawa-2006a,Formicidae,Hymenoptera,1,TSA,1.0
568,GFMO00000000.1,Pieris rapae,Pieridae,Lepidoptera,0,TSA,0.0
569,GEZM00000000.1,Photinus pyralis,Lampyridae,Coleoptera,0,TSA,0.0
570,GFOA00000000.1,Bactrocera bryoniae,Tephritidae,Diptera,0,TSA,0.0
571,GFNZ00000000.1,Bactrocera musae,Tephritidae,Diptera,0,TSA,0.0
572,GFNX00000000.1,Bactrocera frauenfeldi,Tephritidae,Diptera,0,TSA,0.0
573,GFNT00000000.1,Bactrocera kraussi,Tephritidae,Diptera,0,TSA,0.0
574,GFNY00000000.1,Bactrocera jarvisi,Tephritidae,Diptera,0,TSA,0.0
575,GFNO00000000.1,Lasius niger,Formicidae,Hymenoptera,0,TSA,0.0
576,GFNI00000000.1,Cricotopus draysoni,Chironomidae,Diptera,1,TSA,1.0
577,GFNF00000000.1,Cricotopus parbicinctus,Chironomidae,Diptera,0,TSA,0.0
578,GFNG00000000.1,Cricotopus albitarsis,Chironomidae,Diptera,0,TSA,0.0
579,GFMJ00000000.1,Triatoma dimidiata,Reduviidae,Hemiptera,0,TSA,0.0
580,GFMK00000000.1,Meccus pallidipennis,Reduviidae,Hemiptera,0,TSA,0.0
581,GFMC00000000.1,Triatoma infestans,Reduviidae,Hemiptera,0,TSA,0.0
582,GFNA00000000.1,Aedes aegypti,Culicidae,Diptera,1,TSA,1.0
583,GELV00000000.1,Micropterna lateralis,Limnephilidae,Trichoptera,0,TSA,0.0
584,GFME00000000.1,Megaphragma amalphitanum,Trichogrammatidae,Hymenoptera,0,TSA,0.0
585,GEHC00000000.1,Aedes albopictus,Culicidae,Diptera,0,TSA,0.0
