TSA,tsa_id_x,bioproject_x,biosample_x,sex,stage,tissue,raw_tissue,brain,germline,clean_tissue,clean_stage,clean_sex,egg,larvae,pupae,juvenil,adult,tsa_id_y,tax_id,species,family_id,family_name,order_id,order_name,bioproject_y,biosample_y,sequence_read_archive,download_status
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330120,female,None,None,None,0,0,None,None,female,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330121,None,adult,None,None,0,0,None,adult,None,0,0,0,0,1,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330121,female,None,None,None,0,0,None,None,female,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330092,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330093,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330096,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330097,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330100,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330101,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330104,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330105,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330108,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330109,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330112,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330113,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330116,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330117,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330120,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330121,None,None,head,head,1,0,head,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330090,None,None,abdomen,abdomen,0,0,abdomen,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330091,None,None,abdomen,abdomen,0,0,abdomen,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330094,None,None,abdomen,abdomen,0,0,abdomen,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
GGGI00000000.1,GGGI,PRJNA429130,SAMN08330095,None,None,abdomen,abdomen,0,0,abdomen,None,None,0,0,0,0,0,GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121","SRR6456293,SRR6456294,SRR6456295,SRR6456296,SRR6456297,SRR6456298,SRR6456299,SRR6456300,SRR6456301,SRR6456302,SRR6456303,SRR6456304,SRR6456305,SRR6456306,SRR6456307,SRR6456308,SRR6456309,SRR6456310,SRR6456311,SRR6456312,SRR6456313,SRR6456314,SRR6456315,SRR6456316,SRR6456317,SRR6456318,SRR6456319,SRR6456320,SRR6456321,SRR6456322,SRR6456323,SRR6456324",True
