tsa_id,tax_id,species,family_id,family_name,order_id,order_name,bioproject,biosample,TSA
GFZR00000000.1,1936067,Eutolmus rufibarbis,50673.0,Asilidae,7147,Diptera,PRJNA361480,SAMN06234162,GFZR
GFZQ00000000.1,1936065,Machimus arthriticus,50673.0,Asilidae,7147,Diptera,PRJNA361480,SAMN06234160,GFZQ
GFRV00000000.1,51655,Plutella xylostella,51653.0,Plutellidae,7088,Lepidoptera,PRJNA393236,SAMN07326319,GFRV
GCCL00000000.1,446435,Ecdyonurus insignis,178295.0,Heptageniidae,30073,Ephemeroptera,PRJNA266156,SAMN03223001,GCCL
GCDM00000000.1,1168655,Mortonagrion selenion,70895.0,Coenagrionidae,6961,Odonata,PRJNA266185,SAMN03223030,GCDM
GGMU00000000.1,544596,Serangium japonicum,7080.0,Coccinellidae,7041,Coleoptera,PRJNA430037,SAMN06347100,GGMU
GGMU00000000.1,544596,Serangium japonicum,7080.0,Coccinellidae,7041,Coleoptera,PRJNA430037,SAMN08365343,GGMU
GGMU00000000.1,544596,Serangium japonicum,7080.0,Coccinellidae,7041,Coleoptera,PRJNA430037,SAMN08365344,GGMU
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936755,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936756,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936757,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936758,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936759,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936760,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936761,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936762,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936763,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936764,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936765,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936766,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936767,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936768,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936769,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936770,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936771,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936772,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936773,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936774,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936775,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936776,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936777,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936778,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936779,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936780,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936781,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936782,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936783,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936784,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936785,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936786,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936787,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936788,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936789,GGMS
GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936790,GGMS
GGMW00000000.1,480707,Adoxophyes orana,7139.0,Tortricidae,7088,Lepidoptera,PRJNA453816,SAMN08990898,GGMW
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330090,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330091,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330092,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330093,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330094,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330095,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330096,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330097,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330098,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330099,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330100,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330101,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330102,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330103,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330104,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330105,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330106,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330107,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330108,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330109,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330110,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330111,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330112,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330113,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330114,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330115,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330116,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330117,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330118,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330119,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330120,GGGI
GGGI00000000.1,63433,Leptopilina boulardi,44353.0,Figitidae,7399,Hymenoptera,PRJNA429130,SAMN08330121,GGGI
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929943,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929944,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929945,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929946,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929947,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929948,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929949,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929950,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929951,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929952,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929953,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929954,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929955,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929956,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929957,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929958,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929959,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929960,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929961,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929962,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929963,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929964,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929965,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929966,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929967,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929968,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929969,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929970,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929971,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929972,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929973,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929974,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929975,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929976,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929977,GGMR
GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929978,GGMR
GGKM00000000.1,53598,Trichogramma chilonis,7489.0,Trichogrammatidae,7399,Hymenoptera,PRJNA434796,SAMN08575308,GGKM
GGMY00000000.1,252295,Carposina sasakii,252293.0,Carposinidae,7088,Lepidoptera,PRJNA451081,SAMN08957719,GGMY
GFAX00000000.1,7022,Carausius morosus,2506049.0,Lonchodidae,7020,Phasmatodea,PRJNA348314,SAMN05905916,GFAX
GFXC00000000.1,217632,Anoplophora chinensis,34667.0,Cerambycidae,7041,Coleoptera,PRJNA400573,SAMN07562576,GFXC
GFXC00000000.1,217632,Anoplophora chinensis,34667.0,Cerambycidae,7041,Coleoptera,PRJNA400573,SAMN07562577,GFXC
GGGP00000000.1,396416,Bombus pyrosoma,7458.0,Apidae,7399,Hymenoptera,PRJNA422009,SAMN08162577,GGGP
GGLW00000000.1,874455,Arctia plantaginis,695564.0,Erebidae,7088,Lepidoptera,PRJNA449279,SAMN08892998,GGLW
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619162,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619163,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619164,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619165,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619166,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619167,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619168,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619169,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619170,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619171,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619172,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619173,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619174,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619175,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619176,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619177,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619178,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619179,GFMG
GFMG00000000.1,6999,Gryllus bimaculatus,6995.0,Gryllidae,6993,Orthoptera,PRJNA376023,SAMN06619180,GFMG
GGLV00000000.1,36955,Panchlora nivea,6979.0,Blaberidae,85823,Blattodea,PRJNA445562,SAMN08793646,GGLV
GGKZ00000000.1,482137,Chrysoperla zastrowi sillemi,7520.0,Chrysopidae,7516,Neuroptera,PRJNA438427,SAMN08715669,GGKZ
GDVN00000000.1,6997,Acheta domesticus,6995.0,Gryllidae,6993,Orthoptera,PRJNA286330,SAMN04005113,GDVN
GCND00000000.1,34682,Syritta pipiens,34680.0,Syrphidae,7147,Diptera,PRJNA268001,SAMN03223164,GCND
GCMV00000000.1,511117,Merodon equestris,34680.0,Syrphidae,7147,Diptera,PRJNA267963,SAMN03223125,GCMV
GCNH00000000.1,1572576,Zacompsia fulva,43848.0,Ulidiidae,7147,Diptera,PRJNA268007,SAMN03223170,GCNH
GCMU00000000.1,88686,Megaselia abdita,36164.0,Phoridae,7147,Diptera,PRJNA267960,SAMN03223122,GCMU
GCNI00000000.1,1572525,Meroplius fasciculatus,137503.0,Sepsidae,7147,Diptera,PRJNA267964,SAMN03223126,GCNI
GCMR00000000.1,385268,Lonchoptera bifurcata,43826.0,Lonchopteridae,7147,Diptera,PRJNA267957,SAMN03223119,GCMR
GCME00000000.1,414824,Leucozona lucorum,34680.0,Syrphidae,7147,Diptera,PRJNA267954,SAMN03223116,GCME
GCMW00000000.1,1162231,Pipiza noctiluca,34680.0,Syrphidae,7147,Diptera,PRJNA267984,SAMN03223147,GCMW
GCGU00000000.1,1572536,Platypeza anthrax,43827.0,Platypezidae,7147,Diptera,PRJNA267985,SAMN03223148,GCGU
GCHQ00000000.1,226145,Ferdinandea cuprea,34680.0,Syrphidae,7147,Diptera,PRJNA267945,SAMN03223107,GCHQ
GCGL00000000.1,1572519,Eristalis pertinax,34680.0,Syrphidae,7147,Diptera,PRJNA267941,SAMN03223103,GCGL
GCGE00000000.1,1572530,Nephrocerus atrapilus,43835.0,Pipunculidae,7147,Diptera,PRJNA267971,SAMN03223133,GCGE
GCGT00000000.1,92598,Melanostoma scalare,34680.0,Syrphidae,7147,Diptera,PRJNA267962,SAMN03223124,GCGT
GCGO00000000.1,188255,Heteropsilopus ingenuus,92558.0,Dolichopodidae,7147,Diptera,PRJNA267950,SAMN03223112,GCGO
GCFT00000000.1,1572560,Lenophila dentipes,28632.0,Platystomatidae,7147,Diptera,PRJNA267953,SAMN03223115,GCFT
GCFM00000000.1,286459,Episyrphus balteatus,34680.0,Syrphidae,7147,Diptera,PRJNA267940,SAMN03223102,GCFM
GCFG00000000.1,226178,Baccha elongata,34680.0,Syrphidae,7147,Diptera,PRJNA267916,SAMN03223078,GCFG
GCFH00000000.1,1572511,Archimicrodon brachycerus,34680.0,Syrphidae,7147,Diptera,PRJNA267912,SAMN03223074,GCFH
GCEW00000000.1,1572539,Sapromyza sciomyzina,189929.0,Lauxaniidae,7147,Diptera,PRJNA267992,SAMN03223155,GCEW
GGKQ00000000.1,77166,Dendroctonus ponderosae,7042.0,Curculionidae,7041,Coleoptera,PRJNA437510,SAMN08706805,GGKQ
GGKK00000000.1,7048,Sitophilus oryzae,7042.0,Curculionidae,7041,Coleoptera,PRJNA437510,SAMN08668856,GGKK
GGBC00000000.1,54969,Polypedilum nubifer,7149.0,Chironomidae,7147,Diptera,PRJNA406831,SAMN07652576,GGBC
GGBJ00000000.1,2038294,Corethrella calathicola,41811.0,Chaoboridae,7147,Diptera,PRJNA406831,SAMN07652584,GGBJ
GGAW00000000.1,2038288,Atrichopogon sp. Cera GD1,41819.0,Ceratopogonidae,7147,Diptera,PRJNA406831,SAMN07652570,GGAW
GGBH00000000.1,2038293,Dixa sp. Dix1,41824.0,Dixidae,7147,Diptera,PRJNA406831,SAMN07652582,GGBH
GGAY00000000.1,191634,Procladius villosimanus,7149.0,Chironomidae,7147,Diptera,PRJNA406831,SAMN07652572,GGAY
GGAV00000000.1,2038286,Scatopsidae sp. GD3,52749.0,Scatopsidae,7147,Diptera,PRJNA406831,SAMN07652568,GGAV
GGBM00000000.1,325441,Tripteroides aranoides,7157.0,Culicidae,7147,Diptera,PRJNA406831,SAMN07652587,GGBM
GGBL00000000.1,2038295,Toxorhynchites sp. Toxo,7157.0,Culicidae,7147,Diptera,PRJNA406831,SAMN07652586,GGBL
GGBK00000000.1,1572515,Chaoborus flavidulus,41811.0,Chaoboridae,7147,Diptera,PRJNA406831,SAMN07652585,GGBK
GGBI00000000.1,2038302,cf. Dixella/Nothodixa sp. Dix2,41824.0,Dixidae,7147,Diptera,PRJNA406831,SAMN07652583,GGBI
GGBP00000000.1,2038301,Simulium sp. Sim Corn,7190.0,Simuliidae,7147,Diptera,PRJNA406831,SAMN07652581,GGBP
GGBG00000000.1,2038300,cf. Paracnephia sp. Prosim 2,7190.0,Simuliidae,7147,Diptera,PRJNA406831,SAMN07652580,GGBG
GGBE00000000.1,2038299,Kiefferophyes invenustulus,7149.0,Chironomidae,7147,Diptera,PRJNA406831,SAMN07652578,GGBE
GGBF00000000.1,2038292,Austrothaumalea cf. denticulata Cul1,41814.0,Thaumaleidae,7147,Diptera,PRJNA406831,SAMN07652579,GGBF
GGBD00000000.1,2038291,Cardiocladius sp. GF1,7149.0,Chironomidae,7147,Diptera,PRJNA406831,SAMN07652577,GGBD
GGBB00000000.1,2038290,Telmatogeton pectinata,7149.0,Chironomidae,7147,Diptera,PRJNA406831,SAMN07652575,GGBB
GGBA00000000.1,880189,Paraheptagyia tonnoiri,7149.0,Chironomidae,7147,Diptera,PRJNA406831,SAMN07652574,GGBA
GGAX00000000.1,2038289,Podonomus sp. Cul2,7149.0,Chironomidae,7147,Diptera,PRJNA406831,SAMN07652571,GGAX
GGAZ00000000.1,2038297,Telmatopelopia nemorum,7149.0,Chironomidae,7147,Diptera,PRJNA406831,SAMN07652573,GGAZ
GGAN00000000.1,2038287,Dasyhelea sp. Cera B11,41819.0,Ceratopogonidae,7147,Diptera,PRJNA406831,SAMN07652569,GGAN
GFFZ00000000.1,1936065,Machimus arthriticus,50673.0,Asilidae,7147,Diptera,PRJNA361480,SAMN06234159,GFFZ
GFGB00000000.1,468822,Dasypogon diadema,50673.0,Asilidae,7147,Diptera,PRJNA361480,SAMN06234163,GFGB
GFGB00000000.1,468822,Dasypogon diadema,50673.0,Asilidae,7147,Diptera,PRJNA361480,SAMN06234164,GFGB
GCDK00000000.1,283855,Hyles euphorbiae,7128.0,Sphingidae,7088,Lepidoptera,PRJNA267878,SAMN03247533,GCDK
GFJU00000000.1,768153,Tomicus yunnanensis,7042.0,Curculionidae,7041,Coleoptera,PRJNA362869,SAMN06250347,GFJU
GBML00000000.1,1124895,Symmorphus murarius,7438.0,Vespidae,7399,Hymenoptera,PRJNA252214,SAMN02870415,GBML
GBMF00000000.1,1124900,Discoelius zonalis,7438.0,Vespidae,7399,Hymenoptera,PRJNA252211,SAMN02870284,GBMF
GBMZ00000000.1,1507341,Chlorodynerus chloroticus,7438.0,Vespidae,7399,Hymenoptera,PRJNA252159,SAMN02870239,GBMZ
GBTI00000000.1,1507347,Leptochilus alpestris,7438.0,Vespidae,7399,Hymenoptera,PRJNA252164,SAMN02870326,GBTI
GBOX00000000.1,1507166,Quartinia thebaica,7438.0,Vespidae,7399,Hymenoptera,PRJNA252216,SAMN02870392,GBOX
GBMD00000000.1,76990,Ancistrocerus nigricornis,7438.0,Vespidae,7399,Hymenoptera,PRJNA252210,SAMN02870208,GBMD
GBMR00000000.1,1506742,Delta sp. AD-2014,7438.0,Vespidae,7399,Hymenoptera,PRJNA252171,SAMN02870275,GBMR
GBMO00000000.1,1507108,Celonites abbreviatus,7438.0,Vespidae,7399,Hymenoptera,PRJNA252306,SAMN02870229,GBMO
GBTG00000000.1,1507333,Alastor atropos,7438.0,Vespidae,7399,Hymenoptera,PRJNA252180,SAMN02870201,GBTG
GBTN00000000.1,1507345,Gymnomerus laevipes,7438.0,Vespidae,7399,Hymenoptera,PRJNA252161,SAMN02870306,GBTN
GBLO00000000.1,390864,Cosmocomoidea morgani,162252.0,Mymaridae,7399,Hymenoptera,PRJNA252135,SAMN02870302,GBLO
GBLM00000000.1,272213,Cosmocomoidea triguttata,162252.0,Mymaridae,7399,Hymenoptera,PRJNA252118,SAMN02870304,GBLM
GBLN00000000.1,273962,Cosmocomoidea morrilli,162252.0,Mymaridae,7399,Hymenoptera,PRJNA252129,SAMN02870303,GBLN
GCVC00000000.1,1585351,Allodynerus rossii,7438.0,Vespidae,7399,Hymenoptera,PRJNA272304,SAMN03287649,GCVC
GDLP00000000.1,1661898,Paragymnomerus spiricornis,7438.0,Vespidae,7399,Hymenoptera,PRJNA286601,SAMN03799646,GDLP
GBWT00000000.1,1348599,Odynerus spinipes,7438.0,Vespidae,7399,Hymenoptera,PRJNA252265,SAMN02870352,GBWT
GBVQ00000000.1,1507173,Stenodynerus steckianus,7438.0,Vespidae,7399,Hymenoptera,PRJNA252172,SAMN02870409,GBVQ
GBVS00000000.1,1507349,Microdynerus nugdunensis,7438.0,Vespidae,7399,Hymenoptera,PRJNA252193,SAMN02870342,GBVS
GBQQ00000000.1,1507141,Katamenes arbustorum,7438.0,Vespidae,7399,Hymenoptera,PRJNA252307,SAMN02870322,GBQQ
GBNU00000000.1,1124884,Euodynerus quadrifasciatus,7438.0,Vespidae,7399,Hymenoptera,PRJNA252163,SAMN02870298,GBNU
GBOT00000000.1,1507167,Rhynchium cyanopterum,7438.0,Vespidae,7399,Hymenoptera,PRJNA252179,SAMN02870393,GBOT
GGEG00000000.1,1488900,Papaipema speciosissima,7100.0,Noctuidae,7088,Lepidoptera,PRJNA392177,SAMN07284860,GGEG
