,id,species,family_name,order_name,hits,filtered_hits,oskar,prefix_s,project_s,bioproject_s,biosample_ss,contigs_total_length_l,contigs_count_l
173,GCXX00000000.1,Largus californicus,Largidae,Hemiptera,0,0.0,not found,GCXX01,TSA,PRJNA272256,SAMN03341970,52822694,68154
174,GCXL00000000.1,Jalysus sp. AD-2014,Berytidae,Hemiptera,0,0.0,not found,GCXL01,TSA,PRJNA272253,SAMN03341967,48312152,67482
175,GCWF00000000.1,Bruchomorpha oculata,None,Hemiptera,0,0.0,not found,GCWF01,TSA,PRJNA272222,SAMN03341935,44927908,71170
176,GCXC00000000.1,Acanalonia conica,Acanaloniidae,Hemiptera,0,0.0,not found,GCXC01,TSA,PRJNA272210,SAMN03341923,78405065,110708
177,GCWV00000000.1,Dactylopius confusus,Dactylopiidae,Hemiptera,0,0.0,not found,GCWV01,TSA,PRJNA272238,SAMN03341952,48584386,44600
178,GCYT00000000.1,Trionymus caricis,Pseudococcidae,Hemiptera,0,0.0,not found,GCYT01,TSA,PRJNA272297,SAMN03342011,34841673,28245
179,GCYS00000000.1,Chalcocoris rutilans,Pentatomidae,Hemiptera,0,0.0,not found,GCYS01,TSA,PRJNA272224,SAMN03341941,32002254,37973
180,GCYP00000000.1,Rhagovelia obesa,Veliidae,Hemiptera,0,0.0,not found,GCYP01,TSA,PRJNA272289,SAMN03342004,37228276,50298
181,GCZK00000000.1,Stictocephala bisonia,Membracidae,Hemiptera,0,0.0,not found,GCZK01,TSA,PRJNA272293,SAMN03342008,53718825,62496
182,GCYW00000000.1,Psyllopsis fraxinicola,Liviidae,Hemiptera,0,0.0,not found,GCYW01,TSA,PRJNA272285,SAMN03342000,46898347,63543
183,GCZB00000000.1,Sehirus cinctus,Cydnidae,Hemiptera,0,0.0,not found,GCZB01,TSA,PRJNA272292,SAMN03342007,45570966,55647
184,GCYR00000000.1,Frankliniella occidentalis,Thripidae,Thysanoptera,0,0.0,not found,GCYR01,TSA,PRJNA272242,SAMN03341956,32367596,29560
185,GCYN00000000.1,Anoplogonius nigricollis,Scutelleridae,Hemiptera,0,0.0,not found,GCYN01,TSA,PRJNA272216,SAMN03341929,13678498,19379
186,GCYK00000000.1,Reuteroscopus ornatus,Miridae,Hemiptera,0,0.0,not found,GCYK01,TSA,PRJNA272288,SAMN03342003,38334317,33447
187,GCYE00000000.1,Scutelleridae sp. AD-2014,Scutelleridae,Hemiptera,0,0.0,not found,GCYE01,TSA,PRJNA272291,SAMN03342006,29353446,31850
188,GCZI00000000.1,Schizaphis graminum,Aphididae,Hemiptera,0,0.0,not found,GCZI01,TSA,PRJNA272290,SAMN03342005,36200869,31535
189,GCZH00000000.1,Prociphilus tessellatus,Pemphigidae,Hemiptera,0,0.0,not found,GCZH01,TSA,PRJNA272283,SAMN03341998,47009400,52199
190,GCYJ00000000.1,Prosapia bicincta,Cercopidae,Hemiptera,0,0.0,not found,GCYJ01,TSA,PRJNA272284,SAMN03341999,39526530,48234
191,GCYD00000000.1,Ptycta johnsoni,Psocidae,Psocoptera,0,0.0,not found,GCYD01,TSA,PRJNA272286,SAMN03342001,25929616,28779
192,GCYQ00000000.1,Phlaeothripidae sp. AD-2014,Phlaeothripidae,Thysanoptera,1,1.0,found,GCYQ01,TSA,PRJNA272278,SAMN03341993,59986664,58051
193,GCYI00000000.1,Phymata pennsylvanica,Phymatidae,Hemiptera,0,0.0,not found,GCYI01,TSA,PRJNA272280,SAMN03341995,38379194,55385
194,GCYH00000000.1,Phylloscelis atra,Dictyopharidae,Hemiptera,0,0.0,not found,GCYH01,TSA,PRJNA272279,SAMN03341994,36849431,52553
195,GCXZ00000000.1,Idiosystatus acutiusculus,Delphacidae,Hemiptera,0,0.0,not found,GCXZ01,TSA,PRJNA272251,SAMN03341965,58492799,60988
196,GCYM00000000.1,Mezira granulata,Aradidae,Hemiptera,0,0.0,not found,GCYM01,TSA,PRJNA272266,SAMN03341982,52025883,60360
197,GCXU00000000.1,Pagasa sp. AD-2014,Nabidae,Hemiptera,0,0.0,not found,GCXU01,TSA,PRJNA272275,SAMN03341990,30390488,31317
198,GCXT00000000.1,Orothrips kelloggi,Aeolothripidae,Thysanoptera,1,1.0,found,GCXT01,TSA,PRJNA272273,SAMN03341988,35528455,32708
199,GCYL00000000.1,Orius insidiosus,Anthocoridae,Hemiptera,0,0.0,not found,GCYL01,TSA,PRJNA272271,SAMN03341986,26926668,25913
200,GCVW00000000.1,Nabicula subcoleoptrata,Nabidae,Hemiptera,0,0.0,not found,GCVW01,TSA,PRJNA272267,SAMN03341983,31787638,32691
201,GCXY00000000.1,Oncopeltus fasciatus,Lygaeidae,Hemiptera,0,0.0,not found,GCXY01,TSA,PRJNA272270,SAMN03341985,43620981,53512
202,GCXQ00000000.1,Macrohomotoma gladiata,Homotomidae,Hemiptera,0,0.0,not found,GCXQ01,TSA,PRJNA272262,SAMN03341977,28762605,46071
203,GCYB00000000.1,Lygaeus turcicus,Lygaeidae,Hemiptera,0,0.0,not found,GCYB01,TSA,PRJNA272260,SAMN03341975,57465981,72616
204,GCXM00000000.1,Lygus lineolaris,Miridae,Hemiptera,0,0.0,not found,GCXM01,TSA,PRJNA272261,SAMN03341976,41384616,45550
205,GCXK00000000.1,Chauliops fallax,Malcidae,Hemiptera,0,0.0,not found,GCXK01,TSA,PRJNA272229,SAMN03341942,18071929,28314
206,GCXH00000000.1,Ischnodemus falicus,Blissidae,Hemiptera,0,0.0,not found,GCXH01,TSA,PRJNA272252,SAMN03341966,46332497,56131
207,GCXF00000000.1,Lopidea amorphae,Miridae,Hemiptera,0,0.0,not found,GCXF01,TSA,PRJNA272259,SAMN03341974,42042747,35140
208,GCXW00000000.1,Holdgatiella chepuensis,Membracidae,Hemiptera,0,0.0,not found,GCXW01,TSA,PRJNA272249,SAMN03341963,37743759,43195
209,GCXB00000000.1,Heteropsylla cubana,Psyllidae,Hemiptera,0,0.0,not found,GCXB01,TSA,PRJNA272248,SAMN03341962,31314294,43189
210,GCYG00000000.1,Chondrodire chilensis,Dictyopharidae,Hemiptera,0,0.0,not found,GCYG01,TSA,PRJNA272294,SAMN03341944,37581699,51550
211,GCXI00000000.1,Gelastocoris oculatus,Gelastocoridae,Hemiptera,0,0.0,not found,GCXI01,TSA,PRJNA272243,SAMN03341957,32973781,43521
212,GCXG00000000.1,Hespenedra chilensis,Cicadellidae,Hemiptera,0,0.0,not found,GCXG01,TSA,PRJNA272247,SAMN03341961,34845676,42794
213,GCWJ00000000.1,Lachesilla contraforcepeta,Lachesillidae,Psocoptera,0,0.0,not found,GCWJ01,TSA,PRJNA272254,SAMN03341968,30598256,29498
214,GCWM00000000.1,Geocoris sp. AD-2014,Lygaeidae,Hemiptera,0,0.0,not found,GCWM01,TSA,PRJNA272244,SAMN03341958,28981020,36872
215,GCXD00000000.1,Geomydoecus ewingi,Trichodectidae,Phthiraptera,0,0.0,not found,GCXD01,TSA,PRJNA272245,SAMN03341959,30368452,28429
216,GCWH00000000.1,Hoplitocoris sp. AD-2014,Enicocephalidae,Hemiptera,0,0.0,not found,GCWH01,TSA,PRJNA272250,SAMN03341964,23360899,30064
217,GCVV00000000.1,Empoasca fabae,Cicadellidae,Hemiptera,0,0.0,not found,GCVV01,TSA,PRJNA272241,SAMN03341955,38163234,53543
218,GCWL00000000.1,Piezosternum calidum,Tessaratomidae,Hemiptera,0,0.0,not found,GCWL01,TSA,PRJNA272281,SAMN03341996,22251963,27446
219,GCWN00000000.1,Craspedorrhynchus sp. AD-2014,Philopteridae,Phthiraptera,0,0.0,not found,GCWN01,TSA,PRJNA272235,SAMN03341949,43044996,39105
220,GCXA00000000.1,Corimelaena lateralis,Thyreocoridae,Hemiptera,0,0.0,not found,GCXA01,TSA,PRJNA272234,SAMN03341948,34742355,43649
221,GCWQ00000000.1,Cyrpoptus belfragei,Fulgoridae,Hemiptera,0,0.0,not found,GCWQ01,TSA,PRJNA272237,SAMN03341951,33202685,44867
222,GCWW00000000.1,Coccus sp. AD-2014,Coccidae,Hemiptera,0,0.0,not found,GCWW01,TSA,PRJNA272232,SAMN03341946,54712771,44409
223,GCWD00000000.1,Campanulotes compar,Philopteridae,Phthiraptera,0,0.0,not found,GCWD01,TSA,PRJNA272225,SAMN03341937,37003730,60691
224,GCWC00000000.1,Boisea trivittata,Rhopalidae,Hemiptera,0,0.0,not found,GCWC01,TSA,PRJNA272221,SAMN03341934,44811122,53407
225,GCWB00000000.1,Columbicola columbae,Philopteridae,Phthiraptera,0,0.0,not found,GCWB01,TSA,PRJNA272233,SAMN03341947,23469018,38439
226,GCVU00000000.1,Chrysomphalus aonidum,Diaspididae,Hemiptera,0,0.0,not found,GCVU01,TSA,PRJNA272231,SAMN03341945,59630753,50085
227,GCWS00000000.1,Ceratocombus sp. AD-2014,Ceratocombidae,Hemiptera,0,0.0,not found,GCWS01,TSA,PRJNA272227,SAMN03341939,32858075,40866
228,GCXE00000000.1,Buenoa margaritacea,Notonectidae,Hemiptera,0,0.0,not found,GCXE01,TSA,PRJNA272223,SAMN03341936,42732228,48890
229,GCWE00000000.1,Arilus cristatus,Reduviidae,Hemiptera,0,0.0,not found,GCWE01,TSA,PRJNA272219,SAMN03341932,26079491,32594
230,GCWA00000000.1,Aphelonotus fraterculus,Pachynomidae,Hemiptera,0,0.0,not found,GCWA01,TSA,PRJNA272218,SAMN03341931,28334676,35472
231,GCWO00000000.1,Aphalara polygoni,Aphalaridae,Hemiptera,0,0.0,not found,GCWO01,TSA,PRJNA272217,SAMN03341930,40370361,62105
232,GCVZ00000000.1,Alydus pilosus,Alydidae,Hemiptera,0,0.0,not found,GCVZ01,TSA,PRJNA272214,SAMN03341927,34803354,45835
233,GCXJ00000000.1,Acutaspis umbonifera,Diaspididae,Hemiptera,0,0.0,not found,GCXJ01,TSA,PRJNA272212,SAMN03341925,56800197,50765
234,GCWU00000000.1,Aclerda sp. AD-2014,Aclerdidae,Hemiptera,0,0.0,not found,GCWU01,TSA,PRJNA272211,SAMN03341924,52568191,47693
235,GDEM00000000.1,Xenophyes metoponcus,Peloridiidae,Hemiptera,0,0.0,not found,GDEM01,TSA,PRJNA272209,SAMN03331996,53987688,76076
236,GDFP00000000.1,Glycaspis brimblecombei,Aphalaridae,Hemiptera,0,0.0,not found,GDFP01,TSA,PRJNA272182,SAMN03331969,45332706,81772
237,GDFL00000000.1,Elipsocus kuriliensis,Elipsocidae,Psocoptera,0,0.0,not found,GDFL01,TSA,PRJNA272179,SAMN03331966,39945519,46890
238,GDFN00000000.1,Diaphorina citri,Liviidae,Hemiptera,0,0.0,not found,GDFN01,TSA,PRJNA272175,SAMN03331962,24905256,28868
239,GDFO00000000.1,Aquarius paludum,Gerridae,Hemiptera,0,0.0,not found,GDFO01,TSA,PRJNA272163,SAMN03331950,40352458,71503
240,GDFC00000000.1,Neoblaste papillosa,Psocidae,Psocoptera,0,0.0,not found,GDFC01,TSA,PRJNA272199,SAMN03331986,26020900,29784
241,GDFI00000000.1,Pyrrhocoris apterus,Pyrrhocoridae,Hemiptera,0,0.0,not found,GDFI01,TSA,PRJNA272203,SAMN03331990,49376347,54751
242,GDFA00000000.1,Metatropis rufescens,Berytidae,Hemiptera,0,0.0,not found,GDFA01,TSA,PRJNA272197,SAMN03331984,17629065,23848
243,GDFF00000000.1,Centrotus cornutus,Membracidae,Hemiptera,0,0.0,not found,GDFF01,TSA,PRJNA272169,SAMN03331956,29278484,40509
244,GDFJ00000000.1,Lygaeus equestris,Lygaeidae,Hemiptera,0,0.0,not found,GDFJ01,TSA,PRJNA272193,SAMN03331980,33038268,56358
245,GDFM00000000.1,Franklinothrips vespiformis,Aeolothripidae,Thysanoptera,1,1.0,found,GDFM01,TSA,PRJNA272181,SAMN03331968,31710645,32571
246,GDEZ00000000.1,Arocatus melanocephalus,Lygaeidae,Hemiptera,0,0.0,not found,GDEZ01,TSA,PRJNA272165,SAMN03331952,22923797,45156
247,GDFE00000000.1,Caliscelis bonellii,None,Hemiptera,0,0.0,not found,GDFE01,TSA,PRJNA272168,SAMN03331955,24767941,32387
248,GDFH00000000.1,Metcalfa pruinosa,Flatidae,Hemiptera,0,0.0,not found,GDFH01,TSA,PRJNA272198,SAMN03331985,38604585,58627
249,GDFG00000000.1,Badonnelia titei,Sphaeropsocidae,Psocoptera,1,1.0,found,GDFG01,TSA,PRJNA272166,SAMN03331953,31878542,33583
250,GDEV00000000.1,Longivalvus nubilus,Psocidae,Psocoptera,0,0.0,not found,GDEV01,TSA,PRJNA272192,SAMN03331979,20332354,25539
251,GDDU00000000.1,Peripsocus phaeopterus,Peripsocidae,Psocoptera,0,0.0,not found,GDDU01,TSA,PRJNA272201,SAMN03331988,20537363,23674
252,GDDT00000000.1,Mesopsocus unipunctatus,Mesopsocidae,Psocoptera,0,0.0,not found,GDDT01,TSA,PRJNA272196,SAMN03331983,21762605,24826
253,GDEU00000000.1,Heterocaecilius solocipennis,Pseudocaeciliidae,Psocoptera,0,0.0,not found,GDEU01,TSA,PRJNA272187,SAMN03331974,27383937,30223
254,GDEY00000000.1,Aaroniella sp. AD-2014,Philotarsidae,Psocoptera,0,0.0,not found,GDEY01,TSA,PRJNA272159,SAMN03331946,23636796,27147
255,GDET00000000.1,Bertkauia sp. AD-2014,Epipsocidae,Psocoptera,0,0.0,not found,GDET01,TSA,PRJNA272167,SAMN03331954,24615502,27275
256,GDDS00000000.1,Stimulopalpus japonicus,Amphientomidae,Psocoptera,0,0.0,not found,GDDS01,TSA,PRJNA272205,SAMN03331992,22575863,22565
257,GDES00000000.1,Plea minutissima,Pleidae,Hemiptera,0,0.0,not found,GDES01,TSA,PRJNA272202,SAMN03331989,28661689,41176
258,GDEQ00000000.1,Aphelocheirus aestivalis,Aphelocheiridae,Hemiptera,0,0.0,not found,GDEQ01,TSA,PRJNA272161,SAMN03331948,24200684,40613
259,GDER00000000.1,Saldula saltatoria,Saldidae,Hemiptera,0,0.0,not found,GDER01,TSA,PRJNA272204,SAMN03331991,17541820,29247
260,GDEP00000000.1,Dictyophara europaea,Dictyopharidae,Hemiptera,0,0.0,not found,GDEP01,TSA,PRJNA272176,SAMN03331963,27417884,50152
261,GDEX00000000.1,Tachycixius pilosus,Cixiidae,Hemiptera,0,0.0,not found,GDEX01,TSA,PRJNA272206,SAMN03331993,20773236,33668
262,GDEW00000000.1,Ilyocoris cimicoides,Naucoridae,Hemiptera,0,0.0,not found,GDEW01,TSA,PRJNA272189,SAMN03331976,23625932,29938
263,GDDR00000000.1,Corixa punctata,Corixidae,Hemiptera,0,0.0,not found,GDDR01,TSA,PRJNA272172,SAMN03331959,14942032,22840
264,GDFD00000000.1,Aradus betulae,Aradidae,Hemiptera,0,0.0,not found,GDFD01,TSA,PRJNA272164,SAMN03331951,36319390,55559
265,GDEO00000000.1,Ulopa reticulata,Cicadellidae,Hemiptera,0,0.0,not found,GDEO01,TSA,PRJNA272207,SAMN03331994,26995497,47307
266,GDEN00000000.1,Aphrophora alni,Aphrophoridae,Hemiptera,0,0.0,not found,GDEN01,TSA,PRJNA272162,SAMN03331949,24690902,39962
267,GDEK00000000.1,Cimex lectularius,Cimicidae,Hemiptera,0,0.0,not found,GDEK01,TSA,PRJNA272171,SAMN03331958,32024288,33390
268,GDED00000000.1,Diplonychus rusticus,Belostomatidae,Hemiptera,0,0.0,not found,GDED01,TSA,PRJNA272177,SAMN03331964,22841417,48710
269,GDEI00000000.1,Haematomyzus elephantis,Haematomyzidae,Phthiraptera,0,0.0,not found,GDEI01,TSA,PRJNA272185,SAMN03331972,12724702,21798
270,GDEG00000000.1,Hydrometra stagnorum,Hydrometridae,Hemiptera,0,0.0,not found,GDEG01,TSA,PRJNA272188,SAMN03331975,18815809,31009
271,GDEH00000000.1,Notonecta glauca,Notonectidae,Hemiptera,0,0.0,not found,GDEH01,TSA,PRJNA272200,SAMN03331987,18362667,22636
272,GDEA00000000.1,Cerobasis guestfalica,Trogiidae,Psocoptera,0,0.0,not found,GDEA01,TSA,PRJNA272170,SAMN03331957,35893544,50850
273,GDEB00000000.1,Daktulosphaira vitifoliae,Phylloxeridae,Hemiptera,0,0.0,not found,GDEB01,TSA,PRJNA272174,SAMN03331961,22942940,26505
274,GDDZ00000000.1,Hemipsocus chloroticus,Hemipsocidae,Psocoptera,0,0.0,not found,GDDZ01,TSA,PRJNA272186,SAMN03331973,20313561,28150
275,GDFK00000000.1,Embidopsocus sp. AD-2014,Liposcelididae,Psocoptera,1,1.0,found,GDFK01,TSA,PRJNA272180,SAMN03331967,21556246,58007
276,GDFB00000000.1,Valenzuela badiostigma,Caeciliusidae,Psocoptera,0,0.0,not found,GDFB01,TSA,PRJNA272208,SAMN03331995,21685272,19188
277,GDEJ00000000.1,Echinophthirius horridus,Echinophthiriidae,Phthiraptera,0,0.0,not found,GDEJ01,TSA,PRJNA272178,SAMN03331965,11455547,22107
278,GDEL00000000.1,Lachesilla abiesicola,Lachesillidae,Psocoptera,0,0.0,not found,GDEL01,TSA,PRJNA272191,SAMN03331978,15200559,17927
279,GDDY00000000.1,Graphopsocus cruciatus,Stenopsocidae,Psocoptera,0,0.0,not found,GDDY01,TSA,PRJNA272184,SAMN03331971,24216772,22825
280,GDDQ00000000.1,Matsumuraiella radiopicta,Dasydemellidae,Psocoptera,0,0.0,not found,GDDQ01,TSA,PRJNA272194,SAMN03331981,28938187,25221
281,GDDX00000000.1,Amphipsocus japonicus,Amphipsocidae,Psocoptera,0,0.0,not found,GDDX01,TSA,PRJNA272160,SAMN03331947,29486912,29202
282,GDDW00000000.1,Corythucha ciliata,Tingidae,Hemiptera,0,0.0,not found,GDDW01,TSA,PRJNA272173,SAMN03331960,22293449,17985
283,GDEF00000000.1,Graphocephala fennahi,Cicadellidae,Hemiptera,0,0.0,not found,GDEF01,TSA,PRJNA272183,SAMN03331970,26555525,31175
284,GAYV00000000.2,Liposcelis bostrychophila,Liposcelididae,Psocoptera,2,2.0,found,GAYV02,TSA,PRJNA219573,SAMN02047187,30113326,33511
285,GAWQ00000000.2,Okanagana villosa,Cicadidae,Hemiptera,0,0.0,not found,GAWQ02,TSA,PRJNA219585,SAMN02047193,41592888,51314
286,GASV00000000.2,Notostira elongata,Miridae,Hemiptera,0,0.0,not found,GASV02,TSA,PRJNA219583,SAMN02047151,26812702,27413
287,GATV00000000.2,Perla marginata,Perlidae,Plecoptera,0,0.0,not found,GATV02,TSA,PRJNA219591,SAMN02047115,25781991,34284
288,GAYF00000000.2,Nilaparvata lugens,Delphacidae,Hemiptera,0,0.0,not found,GAYF02,TSA,PRJNA219582,SAMN02047185,34779550,39866
289,GAUJ00000000.2,Orussus abietinus,Orussidae,Hymenoptera,0,0.0,not found,GAUJ02,TSA,PRJNA219586,SAMN02047118,40957125,26649
290,GAYC00000000.2,Osmylus fulvicephalus,Osmylidae,Neuroptera,0,0.0,not found,GAYC02,TSA,PRJNA219587,SAMN02047166,26275277,23032
291,GATB00000000.2,Metallyticus splendidus,Metallyticidae,Mantodea,0,0.0,not found,GATB02,TSA,PRJNA219580,SAMN02047174,41723530,62424
292,GAUF00000000.2,Leuctra sp. AD-2013,Leuctridae,Plecoptera,1,1.0,found,GAUF02,TSA,PRJNA219571,SAMN02047153,34490234,27639
293,GAWR00000000.2,Menopon gallinae,Menoponidae,Phthiraptera,0,0.0,not found,GAWR02,TSA,PRJNA219579,SAMN02047141,30143033,25145
294,GASW00000000.2,Mantis religiosa,Mantidae,Mantodea,0,0.0,not found,GASW02,TSA,PRJNA219575,SAMN02047157,32345385,45394
295,GAXF00000000.2,Planococcus citri,Pseudococcidae,Hemiptera,0,0.0,not found,GAXF02,TSA,PRJNA219593,SAMN02047127,33636957,37149
296,GAWJ00000000.2,Peruphasma schultei,Pseudophasmatidae,Phasmatodea,0,0.0,not found,GAWJ02,TSA,PRJNA219592,SAMN02047114,39119667,47969
297,GAYZ00000000.2,Ranatra linearis,Nepidae,Hemiptera,0,0.0,not found,GAYZ02,TSA,PRJNA219599,SAMN02047138,25519269,31957
298,GAWX00000000.2,Trialeurodes vaporariorum,Aleyrodidae,Hemiptera,0,0.0,not found,GAWX02,TSA,PRJNA219611,SAMN02047126,41231457,49895
299,GAVX00000000.2,Timema cristinae,Timematidae,Phasmatodea,0,0.0,not found,GAVX02,TSA,PRJNA219610,SAMN02047191,27840870,40951
300,GAXB00000000.2,Tanzaniophasma sp. AD-2013,Tanzaniophasmatidae,Mantophasmatodea,0,0.0,not found,GAXB02,TSA,PRJNA219604,SAMN02047176,34306106,36607
301,GAXC00000000.2,Thrips palmi,Thripidae,Thysanoptera,1,1.0,found,GAXC02,TSA,PRJNA219609,SAMN02047112,26756140,24366
302,GASQ00000000.2,Tetrix subulata,Tetrigidae,Orthoptera,0,0.0,not found,GASQ02,TSA,PRJNA219606,SAMN02047150,27164561,29808
303,GAWW00000000.2,Tenthredo koehleri,Tenthredinidae,Hymenoptera,1,1.0,found,GAWW02,TSA,PRJNA219605,SAMN02047159,33885202,24957
304,GAYI00000000.2,Xenophysella greensladeae,Peloridiidae,Hemiptera,0,0.0,not found,GAYI02,TSA,PRJNA219618,SAMN02047181,48235838,74584
305,GAUI00000000.2,Subilla sp. AD-2014,Raphidiidae,Raphidioptera,0,0.0,not found,GAUI02,TSA,PRJNA219617,SAMN02047106,41972392,57801
306,GAUO00000000.2,Velia caprai,Veliidae,Hemiptera,0,0.0,not found,GAUO02,TSA,PRJNA219616,SAMN02047131,19218484,25664
307,GAXG00000000.2,Gynaikothrips ficorum,Phlaeothripidae,Thysanoptera,1,1.0,found,GAXG02,TSA,PRJNA219563,SAMN02047111,65778031,111250
308,GAZH00000000.2,Inocellia crassicornis,Inocelliidae,Raphidioptera,0,0.0,not found,GAZH02,TSA,PRJNA219567,SAMN02047103,29698139,36378
309,GAUY00000000.2,Gyrinus marinus,Gyrinidae,Coleoptera,0,0.0,not found,GAUY02,TSA,PRJNA219564,SAMN02047132,20348407,23491
310,GAWZ00000000.2,Gryllotalpa sp. AD-2013,Gryllotalpidae,Orthoptera,0,0.0,not found,GAWZ02,TSA,PRJNA219562,SAMN02047167,35454593,45725
311,GAWN00000000.2,Galloisiana yuasai,Grylloblattidae,Grylloblattodea,0,0.0,not found,GAWN02,TSA,PRJNA219560,SAMN02047172,41890799,49522
312,GAYA00000000.2,Zorotypus caudelli,Zorotypidae,Zoraptera,0,0.0,not found,GAYA02,TSA,PRJNA219620,SAMN02047173,35319385,54334
313,GAZF00000000.2,Essigella californica,Lachnidae,Hemiptera,0,0.0,not found,GAZF02,TSA,PRJNA219554,SAMN02047099,42259640,56656
314,GAYQ00000000.2,Forficula auricularia,Forficulidae,Dermaptera,0,0.0,not found,GAYQ02,TSA,PRJNA219558,SAMN02047143,31938826,47836
315,GAPT00000000.2,Ectopsocus briggsi,Ectopsocidae,Psocoptera,0,0.0,not found,GAPT02,TSA,PRJNA219550,SAMN01801569,25168120,35494
316,GAZG00000000.2,Eurylophella sp. AD-2013,Ephemerellidae,Ephemeroptera,0,0.0,not found,GAZG02,TSA,PRJNA219556,SAMN02047200,33561307,36372
317,GAXW00000000.2,Euroleon nostras,Myrmeleontidae,Neuroptera,0,0.0,not found,GAXW02,TSA,PRJNA219555,SAMN02047165,25345142,40221
318,GAYE00000000.2,Frankliniella cephalica,Thripidae,Thysanoptera,1,1.0,found,GAYE02,TSA,PRJNA219559,SAMN02047110,26032771,26016
319,GAVW00000000.2,Epiophlebia superstes,Epiophlebiidae,Odonata,0,0.0,not found,GAVW02,TSA,PRJNA219553,SAMN02047171,31626652,30388
320,GATG00000000.2,Corydalus cornutus,Corydalidae,Megaloptera,0,0.0,not found,GATG02,TSA,PRJNA219543,SAMN02047201,20186958,18664
321,GAUN00000000.2,Cercopis vulnerata,Cercopidae,Hemiptera,0,0.0,not found,GAUN02,TSA,PRJNA219537,SAMN02047155,29763433,33872
322,GAZN00000000.2,Cryptocercus wrighti,Cryptocercidae,Blattodea,0,0.0,not found,GAZN02,TSA,PRJNA219546,SAMN02047199,48808880,56274
323,GAYO00000000.2,Cordulegaster boltonii,Cordulegastridae,Odonata,0,0.0,not found,GAYO02,TSA,PRJNA219542,SAMN02047156,29292355,30527
324,GAYD00000000.2,Blaberus atropos,Blaberidae,Blattodea,0,0.0,not found,GAYD02,TSA,PRJNA219531,SAMN02047121,42241098,63652
325,GAYM00000000.2,Calopteryx splendens,Calopterygidae,Odonata,0,0.0,not found,GAYM02,TSA,PRJNA219534,SAMN02047184,15900363,20878
326,GATU00000000.2,Baetis sp. AD-2013,Baetidae,Ephemeroptera,1,1.0,found,GATU02,TSA,PRJNA219528,SAMN02047149,24794504,23697
327,GAWU00000000.2,Aposthonia japonica,Oligotomidae,Embioptera,0,0.0,not found,GAWU02,TSA,PRJNA219525,SAMN02047170,38130302,54458
328,GAUW00000000.2,Apachyus charteceus,Apachyidae,Dermaptera,0,0.0,not found,GAUW02,TSA,PRJNA219524,SAMN02047175,22737914,33755
329,GAUV00000000.2,Acanthosoma haemorrhoidale,Acanthosomatidae,Hemiptera,0,0.0,not found,GAUV02,TSA,PRJNA219520,SAMN02047154,21765276,28218
330,GATW00000000.2,Aleochara curtula,Staphylinidae,Coleoptera,0,0.0,not found,GATW02,TSA,PRJNA219522,SAMN02047128,26169214,21674
331,GAYY00000000.2,Acanthocasuarina muellerianae,Triozidae,Hemiptera,0,0.0,not found,GAYY02,TSA,PRJNA219519,SAMN02047100,32316342,42879
332,GCYV00000000.1,Megatibicen dorsatus,Cicadidae,Hemiptera,0,0.0,not found,GCYV01,TSA,PRJNA272295,SAMN03342009,46190617,63242
333,GFUX00000000.1,Solenopsis invicta,Formicidae,Hymenoptera,3,3.0,found,GFUX01,TSA,PRJNA393960,"SAMN07345557,SAMN07345558",155065510,94194
334,GFNN00000000.1,Premolis semirufa,Erebidae,Lepidoptera,0,0.0,not found,GFNN01,TSA,PRJNA382571,SAMN06710513,15878674,21204
335,GFWI00000000.1,Helicoverpa armigera,Noctuidae,Lepidoptera,0,0.0,not found,GFWI01,TSA,PRJNA347580,"SAMN05892035,SAMN05892044,SAMN05892050,SAMN05892057,SAMN05892086,SAMN05892091",221367371,364195
336,GGEP00000000.1,Sarcophaga peregrina,Sarcophagidae,Diptera,1,1.0,found,GGEP01,TSA,PRJNA417222,"SAMN07981103,SAMN07981104",59916868,55730
337,GGHC00000000.1,Gymnosoma nitens,Tachinidae,Diptera,1,1.0,found,GGHC01,TSA,PRJNA433892,SAMN08465137,18966315,25532
338,GGHH00000000.1,Ulurumyia macalpinei,Ulurumyiidae,Diptera,0,0.0,not found,GGHH01,TSA,PRJNA433892,SAMN08465149,14198954,20275
339,GGHE00000000.1,Mesembrinella bellardiana,Calliphoridae,Diptera,0,0.0,not found,GGHE01,TSA,PRJNA433892,SAMN08465139,7998304,10760
340,GGHN00000000.1,Hebecnema umbratica,Muscidae,Diptera,0,0.0,not found,GGHN01,TSA,PRJNA433892,SAMN08465138,17666560,23818
341,GGHB00000000.1,Cylindromyia sp. CylindSp011,Tachinidae,Diptera,0,0.0,not found,GGHB01,TSA,PRJNA433892,SAMN08465135,21102272,17464
342,GGHV00000000.1,Verticia nigra,Calliphoridae,Diptera,0,0.0,not found,GGHV01,TSA,PRJNA433892,SAMN08465150,19003833,16544
343,GGHU00000000.1,Stevenia sp. StevSp012,Rhinophoridae,Diptera,0,0.0,not found,GGHU01,TSA,PRJNA433892,SAMN08465148,18645371,19333
344,GGHT00000000.1,Sarcophaga sp. SarcoSp002,Sarcophagidae,Diptera,0,0.0,not found,GGHT01,TSA,PRJNA433892,SAMN08465147,14557475,14283
345,GGHS00000000.1,Pseudogonia rufifrons,Tachinidae,Diptera,0,0.0,not found,GGHS01,TSA,PRJNA433892,SAMN08465146,18479446,23437
