id,species,family_name,order_name,hits,source,filtered_hits
GAYI00000000.2,Xenophysella greensladeae,Peloridiidae,Hemiptera,0,TSA,0.0
GAUI00000000.2,Subilla sp. AD-2014,Raphidiidae,Raphidioptera,0,TSA,0.0
GAUO00000000.2,Velia caprai,Veliidae,Hemiptera,0,TSA,0.0
GAXG00000000.2,Gynaikothrips ficorum,Phlaeothripidae,Thysanoptera,1,TSA,1.0
GAZH00000000.2,Inocellia crassicornis,Inocelliidae,Raphidioptera,0,TSA,0.0
GAUY00000000.2,Gyrinus marinus,Gyrinidae,Coleoptera,0,TSA,0.0
GAWZ00000000.2,Gryllotalpa sp. AD-2013,Gryllotalpidae,Orthoptera,0,TSA,0.0
GAWN00000000.2,Galloisiana yuasai,Grylloblattidae,Grylloblattodea,0,TSA,0.0
GAYA00000000.2,Zorotypus caudelli,Zorotypidae,Zoraptera,0,TSA,0.0
GAZF00000000.2,Essigella californica,Lachnidae,Hemiptera,0,TSA,0.0
GAYQ00000000.2,Forficula auricularia,Forficulidae,Dermaptera,0,TSA,0.0
GAPT00000000.2,Ectopsocus briggsi,Ectopsocidae,Psocoptera,0,TSA,0.0
GAZG00000000.2,Eurylophella sp. AD-2013,Ephemerellidae,Ephemeroptera,0,TSA,0.0
GAXW00000000.2,Euroleon nostras,Myrmeleontidae,Neuroptera,0,TSA,0.0
GAYE00000000.2,Frankliniella cephalica,Thripidae,Thysanoptera,1,TSA,1.0
GAVW00000000.2,Epiophlebia superstes,Epiophlebiidae,Odonata,0,TSA,0.0
GATG00000000.2,Corydalus cornutus,Corydalidae,Megaloptera,0,TSA,0.0
GAUN00000000.2,Cercopis vulnerata,Cercopidae,Hemiptera,0,TSA,0.0
GAZN00000000.2,Cryptocercus wrighti,Cryptocercidae,Blattodea,0,TSA,0.0
GAYO00000000.2,Cordulegaster boltonii,Cordulegastridae,Odonata,0,TSA,0.0
GAYD00000000.2,Blaberus atropos,Blaberidae,Blattodea,0,TSA,0.0
GAYM00000000.2,Calopteryx splendens,Calopterygidae,Odonata,0,TSA,0.0
GATU00000000.2,Baetis sp. AD-2013,Baetidae,Ephemeroptera,1,TSA,1.0
GAWU00000000.2,Aposthonia japonica,Oligotomidae,Embioptera,0,TSA,0.0
GAUW00000000.2,Apachyus charteceus,Apachyidae,Dermaptera,0,TSA,0.0
GAUV00000000.2,Acanthosoma haemorrhoidale,Acanthosomatidae,Hemiptera,0,TSA,0.0
GATW00000000.2,Aleochara curtula,Staphylinidae,Coleoptera,0,TSA,0.0
GAYY00000000.2,Acanthocasuarina muellerianae,Triozidae,Hemiptera,0,TSA,0.0
GCYV00000000.1,Megatibicen dorsatus,Cicadidae,Hemiptera,0,TSA,0.0
GFUX00000000.1,Solenopsis invicta,Formicidae,Hymenoptera,3,TSA,3.0
GFNN00000000.1,Premolis semirufa,Erebidae,Lepidoptera,0,TSA,0.0
GFWI00000000.1,Helicoverpa armigera,Noctuidae,Lepidoptera,0,TSA,0.0
GGEP00000000.1,Sarcophaga peregrina,Sarcophagidae,Diptera,1,TSA,1.0
GGHC00000000.1,Gymnosoma nitens,Tachinidae,Diptera,1,TSA,1.0
GGHH00000000.1,Ulurumyia macalpinei,Ulurumyiidae,Diptera,0,TSA,0.0
GGHE00000000.1,Mesembrinella bellardiana,Calliphoridae,Diptera,0,TSA,0.0
GGHN00000000.1,Hebecnema umbratica,Muscidae,Diptera,0,TSA,0.0
GGHB00000000.1,Cylindromyia sp. CylindSp011,Tachinidae,Diptera,0,TSA,0.0
GGHV00000000.1,Verticia nigra,Calliphoridae,Diptera,0,TSA,0.0
GGHU00000000.1,Stevenia sp. StevSp012,Rhinophoridae,Diptera,0,TSA,0.0
GGHT00000000.1,Sarcophaga sp. SarcoSp002,Sarcophagidae,Diptera,0,TSA,0.0
GGHS00000000.1,Pseudogonia rufifrons,Tachinidae,Diptera,0,TSA,0.0
GGHR00000000.1,Polietes lardarius,Muscidae,Diptera,0,TSA,0.0
GGHQ00000000.1,Phaonia angelicae,Muscidae,Diptera,0,TSA,0.0
GGHP00000000.1,Mystacinobia zelandica,Mystacinobiidae,Diptera,1,TSA,1.0
GGHG00000000.1,Mydaea urbana,Muscidae,Diptera,0,TSA,0.0
GGHF00000000.1,Muscina stabulans,Muscidae,Diptera,0,TSA,0.0
GGHO00000000.1,Mintho rufiventris,Tachinidae,Diptera,0,TSA,0.0
GGHD00000000.1,Eurychaeta muscaria,Calliphoridae,Diptera,0,TSA,0.0
GGGY00000000.1,Bixinia sp. RSM007,Rhinophoridae,Diptera,0,TSA,0.0
GGGW00000000.1,Amenia sp. RSM006,Calliphoridae,Diptera,0,TSA,0.0
GGJZ00000000.1,Colias eurytheme,Pieridae,Lepidoptera,0,TSA,0.0
GGKC00000000.1,Heliconius cydno,Nymphalidae,Lepidoptera,0,TSA,0.0
GGJY00000000.1,Pieris rapae,Pieridae,Lepidoptera,0,TSA,0.0
GGKB00000000.1,Papilio polytes,Papilionidae,Lepidoptera,0,TSA,0.0
GGFB00000000.1,Laupala cerasina,Gryllidae,Orthoptera,1,TSA,1.0
IADJ00000000.1,Trypoxylus dichotomus,Scarabaeidae,Coleoptera,0,TSA,0.0
GGSD00000000.1,Gryllus veletis,Gryllidae,Orthoptera,0,TSA,0.0
GGLM00000000.1,Haematobia irritans,Muscidae,Diptera,0,TSA,0.0
GFNP00000000.1,Helicoverpa armigera,Noctuidae,Lepidoptera,0,TSA,0.0
GFPX00000000.1,Timema poppensis,Timematidae,Phasmatodea,0,TSA,0.0
GFPZ00000000.1,Timema tahoe,Timematidae,Phasmatodea,0,TSA,0.0
GFPY00000000.1,Timema shepardi,Timematidae,Phasmatodea,0,TSA,0.0
GFPV00000000.1,Timema monikensis,Timematidae,Phasmatodea,0,TSA,0.0
GFPR00000000.1,Timema genevievae,Timematidae,Phasmatodea,0,TSA,0.0
GFPW00000000.1,Timema podura,Timematidae,Phasmatodea,0,TSA,0.0
GFPU00000000.1,Timema douglasi,Timematidae,Phasmatodea,0,TSA,0.0
GFPT00000000.1,Timema cristinae,Timematidae,Phasmatodea,0,TSA,0.0
GFPS00000000.1,Timema californicum,Timematidae,Phasmatodea,0,TSA,0.0
GFPP00000000.1,Timema bartmani,Timematidae,Phasmatodea,0,TSA,0.0
GGPH00000000.1,Diceroprocta semicincta,Cicadidae,Hemiptera,0,TSA,0.0
GGOB00000000.1,Chrysomela lapponica,Chrysomelidae,Coleoptera,0,TSA,0.0
GBJC00000000.1,Periplaneta americana,Blattidae,Blattodea,0,TSA,0.0
GGNV00000000.1,Leptinotarsa decemlineata,Chrysomelidae,Coleoptera,2,TSA,1.0
GFZR00000000.1,Eutolmus rufibarbis,Asilidae,Diptera,0,TSA,0.0
GFZQ00000000.1,Machimus arthriticus,Asilidae,Diptera,0,TSA,0.0
GFRV00000000.1,Plutella xylostella,Plutellidae,Lepidoptera,0,TSA,0.0
GCCL00000000.1,Ecdyonurus insignis,Heptageniidae,Ephemeroptera,0,TSA,0.0
GCDM00000000.1,Mortonagrion selenion,Coenagrionidae,Odonata,0,TSA,0.0
GGMU00000000.1,Serangium japonicum,Coccinellidae,Coleoptera,2,TSA,2.0
GGMS00000000.1,Sipha flava,Aphididae,Hemiptera,0,TSA,0.0
GGMW00000000.1,Adoxophyes orana,Tortricidae,Lepidoptera,0,TSA,0.0
GGGI00000000.1,Leptopilina boulardi,Figitidae,Hymenoptera,2,TSA,2.0
GGMR00000000.1,Schizaphis graminum,Aphididae,Hemiptera,0,TSA,0.0
GGKM00000000.1,Trichogramma chilonis,Trichogrammatidae,Hymenoptera,1,TSA,0.0
GGMY00000000.1,Carposina sasakii,Carposinidae,Lepidoptera,0,TSA,0.0
GFAX00000000.1,Carausius morosus,Lonchodidae,Phasmatodea,0,TSA,0.0
GFXC00000000.1,Anoplophora chinensis,Cerambycidae,Coleoptera,0,TSA,0.0
GGGP00000000.1,Bombus pyrosoma,Apidae,Hymenoptera,0,TSA,0.0
GGLW00000000.1,Arctia plantaginis,Erebidae,Lepidoptera,0,TSA,0.0
GFMG00000000.1,Gryllus bimaculatus,Gryllidae,Orthoptera,0,TSA,0.0
GGLV00000000.1,Panchlora nivea,Blaberidae,Blattodea,1,TSA,1.0
GGKZ00000000.1,Chrysoperla zastrowi sillemi,Chrysopidae,Neuroptera,1,TSA,1.0
GDVN00000000.1,Acheta domesticus,Gryllidae,Orthoptera,1,TSA,1.0
GCND00000000.1,Syritta pipiens,Syrphidae,Diptera,0,TSA,0.0
GCMV00000000.1,Merodon equestris,Syrphidae,Diptera,0,TSA,0.0
GCNH00000000.1,Zacompsia fulva,Ulidiidae,Diptera,0,TSA,0.0
GCMU00000000.1,Megaselia abdita,Phoridae,Diptera,1,TSA,1.0
GCNI00000000.1,Meroplius fasciculatus,Sepsidae,Diptera,0,TSA,0.0
GCMR00000000.1,Lonchoptera bifurcata,Lonchopteridae,Diptera,1,TSA,1.0
GCME00000000.1,Leucozona lucorum,Syrphidae,Diptera,1,TSA,1.0
GCMW00000000.1,Pipiza noctiluca,Syrphidae,Diptera,1,TSA,1.0
GCGU00000000.1,Platypeza anthrax,Platypezidae,Diptera,1,TSA,1.0
GCHQ00000000.1,Ferdinandea cuprea,Syrphidae,Diptera,1,TSA,1.0
GCGL00000000.1,Eristalis pertinax,Syrphidae,Diptera,0,TSA,0.0
GCGE00000000.1,Nephrocerus atrapilus,Pipunculidae,Diptera,1,TSA,1.0
GCGT00000000.1,Melanostoma scalare,Syrphidae,Diptera,1,TSA,1.0
GCGO00000000.1,Heteropsilopus ingenuus,Dolichopodidae,Diptera,1,TSA,1.0
GCFT00000000.1,Lenophila dentipes,Platystomatidae,Diptera,0,TSA,0.0
GCFM00000000.1,Episyrphus balteatus,Syrphidae,Diptera,0,TSA,0.0
GCFG00000000.1,Baccha elongata,Syrphidae,Diptera,1,TSA,1.0
GCFH00000000.1,Archimicrodon brachycerus,Syrphidae,Diptera,0,TSA,0.0
GCEW00000000.1,Sapromyza sciomyzina,Lauxaniidae,Diptera,0,TSA,0.0
GGKQ00000000.1,Dendroctonus ponderosae,Curculionidae,Coleoptera,1,TSA,1.0
GGKK00000000.1,Sitophilus oryzae,Curculionidae,Coleoptera,2,TSA,0.0
GGBC00000000.1,Polypedilum nubifer,Chironomidae,Diptera,0,TSA,0.0
GGBJ00000000.1,Corethrella calathicola,Chaoboridae,Diptera,1,TSA,1.0
GGAW00000000.1,Atrichopogon sp. Cera GD1,Ceratopogonidae,Diptera,1,TSA,1.0
GGBH00000000.1,Dixa sp. Dix1,Dixidae,Diptera,0,TSA,0.0
GGAY00000000.1,Procladius villosimanus,Chironomidae,Diptera,0,TSA,0.0
GGAV00000000.1,Scatopsidae sp. GD3,Scatopsidae,Diptera,2,TSA,1.0
GGBM00000000.1,Tripteroides aranoides,Culicidae,Diptera,1,TSA,1.0
GGBL00000000.1,Toxorhynchites sp. Toxo,Culicidae,Diptera,0,TSA,0.0
GGBK00000000.1,Chaoborus flavidulus,Chaoboridae,Diptera,1,TSA,1.0
GGBI00000000.1,cf. Dixella/Nothodixa sp. Dix2,Dixidae,Diptera,0,TSA,0.0
GGBP00000000.1,Simulium sp. Sim Corn,Simuliidae,Diptera,0,TSA,0.0
GGBG00000000.1,cf. Paracnephia sp. Prosim 2,Simuliidae,Diptera,0,TSA,0.0
GGBE00000000.1,Kiefferophyes invenustulus,Chironomidae,Diptera,0,TSA,0.0
GGBF00000000.1,Austrothaumalea cf. denticulata Cul1,Thaumaleidae,Diptera,0,TSA,0.0
GGBD00000000.1,Cardiocladius sp. GF1,Chironomidae,Diptera,0,TSA,0.0
GGBB00000000.1,Telmatogeton pectinata,Chironomidae,Diptera,0,TSA,0.0
GGBA00000000.1,Paraheptagyia tonnoiri,Chironomidae,Diptera,0,TSA,0.0
GGAX00000000.1,Podonomus sp. Cul2,Chironomidae,Diptera,0,TSA,0.0
GGAZ00000000.1,Telmatopelopia nemorum,Chironomidae,Diptera,0,TSA,0.0
GGAN00000000.1,Dasyhelea sp. Cera B11,Ceratopogonidae,Diptera,2,TSA,2.0
GFFZ00000000.1,Machimus arthriticus,Asilidae,Diptera,0,TSA,0.0
GFGB00000000.1,Dasypogon diadema,Asilidae,Diptera,0,TSA,0.0
GCDK00000000.1,Hyles euphorbiae,Sphingidae,Lepidoptera,0,TSA,0.0
GFJU00000000.1,Tomicus yunnanensis,Curculionidae,Coleoptera,0,TSA,0.0
GBML00000000.1,Symmorphus murarius,Vespidae,Hymenoptera,2,TSA,1.0
GBMF00000000.1,Discoelius zonalis,Vespidae,Hymenoptera,1,TSA,1.0
GBMZ00000000.1,Chlorodynerus chloroticus,Vespidae,Hymenoptera,0,TSA,0.0
GBTI00000000.1,Leptochilus alpestris,Vespidae,Hymenoptera,0,TSA,0.0
GBOX00000000.1,Quartinia thebaica,Vespidae,Hymenoptera,1,TSA,1.0
GBMD00000000.1,Ancistrocerus nigricornis,Vespidae,Hymenoptera,1,TSA,1.0
GBMR00000000.1,Delta sp. AD-2014,Vespidae,Hymenoptera,1,TSA,1.0
GBMO00000000.1,Celonites abbreviatus,Vespidae,Hymenoptera,2,TSA,1.0
GBTG00000000.1,Alastor atropos,Vespidae,Hymenoptera,3,TSA,1.0
GBTN00000000.1,Gymnomerus laevipes,Vespidae,Hymenoptera,0,TSA,0.0
GBLO00000000.1,Cosmocomoidea morgani,Mymaridae,Hymenoptera,1,TSA,1.0
GBLM00000000.1,Cosmocomoidea triguttata,Mymaridae,Hymenoptera,3,TSA,3.0
GBLN00000000.1,Cosmocomoidea morrilli,Mymaridae,Hymenoptera,2,TSA,2.0
GCVC00000000.1,Allodynerus rossii,Vespidae,Hymenoptera,2,TSA,1.0
GDLP00000000.1,Paragymnomerus spiricornis,Vespidae,Hymenoptera,0,TSA,0.0
GBWT00000000.1,Odynerus spinipes,Vespidae,Hymenoptera,1,TSA,1.0
GBVQ00000000.1,Stenodynerus steckianus,Vespidae,Hymenoptera,0,TSA,0.0
GBVS00000000.1,Microdynerus nugdunensis,Vespidae,Hymenoptera,1,TSA,1.0
GBQQ00000000.1,Katamenes arbustorum,Vespidae,Hymenoptera,0,TSA,0.0
GBNU00000000.1,Euodynerus quadrifasciatus,Vespidae,Hymenoptera,1,TSA,1.0
GBOT00000000.1,Rhynchium cyanopterum,Vespidae,Hymenoptera,0,TSA,0.0
GGEG00000000.1,Papaipema speciosissima,Noctuidae,Lepidoptera,0,TSA,0.0
GGEH00000000.1,Papaipema sp. 4 SJO-2017,Noctuidae,Lepidoptera,0,TSA,0.0
GFGA00000000.1,Eutolmus rufibarbis,Asilidae,Diptera,1,TSA,1.0
GFQP00000000.1,Eriocrania semipurpurella,Eriocraniidae,Lepidoptera,0,TSA,0.0
GGFL00000000.1,Anopheles darlingi,Culicidae,Diptera,1,TSA,1.0
GGFK00000000.1,Anopheles triannulatus,Culicidae,Diptera,0,TSA,0.0
GGFJ00000000.1,Anopheles marajoara,Culicidae,Diptera,0,TSA,0.0
GGFM00000000.1,Anopheles braziliensis,Culicidae,Diptera,0,TSA,0.0
GGFF00000000.1,Anopheles nuneztovari,Culicidae,Diptera,0,TSA,0.0
GGFG00000000.1,Myrmecia gulosa,Formicidae,Hymenoptera,0,TSA,0.0
GGEV00000000.1,Planotortrix octo,Tortricidae,Lepidoptera,0,TSA,0.0
GGET00000000.1,Ctenopseustis herana,Tortricidae,Lepidoptera,0,TSA,0.0
GGEU00000000.1,Planotortrix excessana,Tortricidae,Lepidoptera,0,TSA,0.0
GEOI00000000.1,Cylas formicarius,Brentidae,Coleoptera,0,TSA,0.0
GFBX00000000.1,Hemideina crassidens,Anostostomatidae,Orthoptera,0,TSA,0.0
GFBW00000000.1,Hemideina thoracica,Anostostomatidae,Orthoptera,0,TSA,0.0
GGEO00000000.1,Ctenopseustis obliquana,Tortricidae,Lepidoptera,0,TSA,0.0
GCOO00000000.1,Phyllodes eyndhovii,Noctuidae,Lepidoptera,0,TSA,0.0
GCJS00000000.1,Phragmatobia fuliginosa,Erebidae,Lepidoptera,0,TSA,0.0
GCNU00000000.1,Amata phegea,Erebidae,Lepidoptera,0,TSA,0.0
GGCK00000000.1,Microplitis mediator,Braconidae,Hymenoptera,1,TSA,1.0
GGEJ00000000.1,Copidosoma sosares,Encyrtidae,Hymenoptera,0,TSA,0.0
GBWK00000000.1,Leucospis dorsigera,Leucospidae,Hymenoptera,0,TSA,0.0
GBVC00000000.1,Metaphycus flavus,Encyrtidae,Hymenoptera,1,TSA,1.0
GBUU00000000.1,Ormyrus sp. AD-2014,Ormyridae,Hymenoptera,1,TSA,1.0
GBPF00000000.1,Theocolax elegans,Pteromalidae,Hymenoptera,0,TSA,0.0
GBQC00000000.1,Eurytoma brunniventris,Eurytomidae,Hymenoptera,1,TSA,1.0
GBOV00000000.1,Philotrypesis parca,Pteromalidae,Hymenoptera,0,TSA,0.0
GBPA00000000.1,Bootanomyia dorsalis,Megastigmidae,Hymenoptera,0,TSA,0.0
GCUN00000000.1,Eucharis adscendens,Eucharitidae,Hymenoptera,0,TSA,0.0
GBMC00000000.1,Trichogramma evanescens,Trichogrammatidae,Hymenoptera,1,TSA,1.0
GCUU00000000.1,Elasmus sp. AD-2014,Eulophidae,Hymenoptera,0,TSA,0.0
GBUE00000000.1,Brasema neomexicana,Eupelmidae,Hymenoptera,2,TSA,2.0
GBUD00000000.1,Oodera sp. AD-2014,Pteromalidae,Hymenoptera,1,TSA,1.0
GBTH00000000.1,Courtella sp. AD-2014,Agaonidae,Hymenoptera,0,TSA,0.0
GBTK00000000.1,Aphelinus abdominalis,Aphelinidae,Hymenoptera,2,TSA,2.0
GBMM00000000.1,Tamarixia radiata,Eulophidae,Hymenoptera,0,TSA,0.0
GBMN00000000.1,Eupelmus urozonus,Eupelmidae,Hymenoptera,2,TSA,1.0
GBNE00000000.1,Leptomastix dactylopii,Encyrtidae,Hymenoptera,3,TSA,1.0
GBNA00000000.1,Otitesella tsamvi,Pteromalidae,Hymenoptera,2,TSA,2.0
GBPD00000000.1,Sycophila biguttata,Eurytomidae,Hymenoptera,1,TSA,1.0
GBPB00000000.1,Lachaisea equicollis,Pteromalidae,Hymenoptera,0,TSA,0.0
GBMI00000000.1,Podagrion pachymerum,Torymidae,Hymenoptera,0,TSA,0.0
GBLT00000000.1,Perilampus aeneus,Perilampidae,Hymenoptera,0,TSA,0.0
GBWL00000000.1,Pachycrepoideus vindemmiae,Pteromalidae,Hymenoptera,1,TSA,1.0
GBWB00000000.1,Philocaenus barbarus,Pteromalidae,Hymenoptera,1,TSA,1.0
GBVR00000000.1,Lariophagus distinguendus,Pteromalidae,Hymenoptera,1,TSA,1.0
GBVV00000000.1,Spalangia cameroni,Pteromalidae,Hymenoptera,1,TSA,1.0
GBVN00000000.1,Encarsia formosa,Aphelinidae,Hymenoptera,2,TSA,2.0
GBTR00000000.1,Tanaostigmodes howardii,Tanaostigmatidae,Hymenoptera,1,TSA,1.0
GBTW00000000.1,Elisabethiella stueckenbergi,Agaonidae,Hymenoptera,0,TSA,0.0
GFTU00000000.1,Euscelidius variegatus,Cicadellidae,Hemiptera,1,TSA,0.0
GGBS00000000.1,Bactrocera dorsalis,Tephritidae,Diptera,0,TSA,0.0
IACV00000000.1,Nilaparvata lugens,Delphacidae,Hemiptera,0,TSA,0.0
GGAH00000000.1,Trypoxylus dichotomus,Scarabaeidae,Coleoptera,0,TSA,0.0
GFWQ00000000.1,Plodia interpunctella,Pyralidae,Lepidoptera,0,TSA,0.0
GFXV00000000.1,Melanaphis sacchari,Aphididae,Hemiptera,0,TSA,0.0
GFOS00000000.1,Rhagovelia antilleana,Veliidae,Hemiptera,0,TSA,0.0
GFLV00000000.1,Formica exsecta,Formicidae,Hymenoptera,2,TSA,1.0
GGAA00000000.1,Nicrophorus orbicollis,Silphidae,Coleoptera,0,TSA,0.0
GFZI00000000.1,Microplitis tuberculifer,Braconidae,Hymenoptera,1,TSA,1.0
IAAD00000000.1,Pogonomyrmex californicus,Formicidae,Hymenoptera,1,TSA,1.0
GFWX00000000.1,Ischnura elegans,Coenagrionidae,Odonata,0,TSA,0.0
GFAB00000000.1,Spodoptera frugiperda,Noctuidae,Lepidoptera,0,TSA,0.0
GFPC00000000.1,Nasonia vitripennis,Pteromalidae,Hymenoptera,0,TSA,0.0
GFPB00000000.1,Trichomalopsis sarcophagae,Pteromalidae,Hymenoptera,0,TSA,0.0
GFPA00000000.1,Urolepis rufipes,Pteromalidae,Hymenoptera,0,TSA,0.0
GFOZ00000000.1,Nasonia giraulti,Pteromalidae,Hymenoptera,0,TSA,0.0
GECQ00000000.1,Murgantia histrionica,Pentatomidae,Hemiptera,0,TSA,0.0
GFWP00000000.1,Sogatella furcifera,Delphacidae,Hemiptera,0,TSA,0.0
GFVN00000000.1,Bicyclus anynana,Nymphalidae,Lepidoptera,0,TSA,0.0
GFXM00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
GDLA00000000.1,Larinus minutus,Curculionidae,Coleoptera,1,TSA,1.0
GDNJ00000000.1,Heterochelus sp. AD-2015,Scarabaeidae,Coleoptera,0,TSA,0.0
GDPL00000000.1,Oreina cacaliae,Chrysomelidae,Coleoptera,1,TSA,1.0
GDNW00000000.1,Cucujus clavipes,Cucujidae,Coleoptera,1,TSA,1.0
GDPU00000000.1,Macrosiagon limbatum,Ripiphoridae,Coleoptera,0,TSA,0.0
GDMY00000000.1,Dryops sp. AD-2015,Dryopidae,Coleoptera,0,TSA,0.0
GDNM00000000.1,Xylobiops basilaris,Bostrichidae,Coleoptera,0,TSA,0.0
GDPC00000000.1,Thanasimus formicarius,Cleridae,Coleoptera,0,TSA,0.0
GDOQ00000000.1,Micromalthus debilis,Micromalthidae,Coleoptera,0,TSA,0.0
GDLJ00000000.1,Anorus arizonicus,Dascillidae,Coleoptera,0,TSA,0.0
GDLI00000000.1,Hypocaccus fitchi,Histeridae,Coleoptera,0,TSA,0.0
GDPQ00000000.1,Lagria hirta,Tenebrionidae,Coleoptera,0,TSA,0.0
GDPR00000000.1,Hydrochara caraboides,Hydrophilidae,Coleoptera,0,TSA,0.0
HACL00000000.1,Anopheles gambiae,Culicidae,Diptera,0,TSA,0.0
GFVY00000000.1,Clitarchus hookeri,Phasmatidae,Phasmatodea,3,TSA,1.0
GEXY00000000.1,Megaloprepus caerulatus,Pseudostigmatidae,Odonata,0,TSA,0.0
IABS00000000.1,Crematogaster osakensis,Formicidae,Hymenoptera,1,TSA,1.0
GFUZ00000000.1,Amphizoa insolens,Amphizoidae,Coleoptera,0,TSA,0.0
GETN00000000.1,Scirpophaga incertulas,Crambidae,Lepidoptera,0,TSA,0.0
GFLW00000000.1,Aphidius ervi,Braconidae,Hymenoptera,0,TSA,0.0
GEZB00000000.1,Locusta migratoria,Acrididae,Orthoptera,0,TSA,0.0
GFUB00000000.1,Podisus maculiventris,Pentatomidae,Hemiptera,0,TSA,0.0
GFSE00000000.1,Gampsocleis gratiosa,Tettigoniidae,Orthoptera,0,TSA,0.0
IABT00000000.1,Protophormia terraenovae,Calliphoridae,Diptera,0,TSA,0.0
GFPI00000000.1,Epilachna varivestis,Coccinellidae,Coleoptera,0,TSA,0.0
GFQL00000000.1,Carposina sasakii,Carposinidae,Lepidoptera,0,TSA,0.0
GFOX00000000.1,Pyrrhocoris apterus,Pyrrhocoridae,Hemiptera,0,TSA,0.0
GFOP00000000.1,Lepidotrigona ventralis,Apidae,Hymenoptera,0,TSA,0.0
GFOR00000000.1,Bactrocera latifrons,Tephritidae,Diptera,0,TSA,0.0
GFOU00000000.1,Zeugodacus cucumis,Tephritidae,Diptera,2,TSA,1.0
GETS00000000.1,Locusta migratoria manilensis,Acrididae,Orthoptera,0,TSA,0.0
IACE00000000.1,Diacamma sp. Okinawa-2006a,Formicidae,Hymenoptera,1,TSA,1.0
GFMO00000000.1,Pieris rapae,Pieridae,Lepidoptera,0,TSA,0.0
GEZM00000000.1,Photinus pyralis,Lampyridae,Coleoptera,0,TSA,0.0
GFOA00000000.1,Bactrocera bryoniae,Tephritidae,Diptera,0,TSA,0.0
GFNZ00000000.1,Bactrocera musae,Tephritidae,Diptera,0,TSA,0.0
GFNX00000000.1,Bactrocera frauenfeldi,Tephritidae,Diptera,0,TSA,0.0
GFNT00000000.1,Bactrocera kraussi,Tephritidae,Diptera,0,TSA,0.0
GFNY00000000.1,Bactrocera jarvisi,Tephritidae,Diptera,0,TSA,0.0
GFNO00000000.1,Lasius niger,Formicidae,Hymenoptera,0,TSA,0.0
GFNI00000000.1,Cricotopus draysoni,Chironomidae,Diptera,1,TSA,1.0
GFNF00000000.1,Cricotopus parbicinctus,Chironomidae,Diptera,0,TSA,0.0
GFNG00000000.1,Cricotopus albitarsis,Chironomidae,Diptera,0,TSA,0.0
GFMJ00000000.1,Triatoma dimidiata,Reduviidae,Hemiptera,0,TSA,0.0
GFMK00000000.1,Meccus pallidipennis,Reduviidae,Hemiptera,0,TSA,0.0
GFMC00000000.1,Triatoma infestans,Reduviidae,Hemiptera,0,TSA,0.0
GFNA00000000.1,Aedes aegypti,Culicidae,Diptera,1,TSA,1.0
GELV00000000.1,Micropterna lateralis,Limnephilidae,Trichoptera,0,TSA,0.0
GFME00000000.1,Megaphragma amalphitanum,Trichogrammatidae,Hymenoptera,0,TSA,0.0
GEHC00000000.1,Aedes albopictus,Culicidae,Diptera,0,TSA,0.0
GFCP00000000.1,Ampulex compressa,Ampulicidae,Hymenoptera,0,TSA,0.0
GFCQ00000000.1,Periplaneta americana,Blattidae,Blattodea,1,TSA,1.0
GCPB00000000.1,Megastigmus spermotrophus,Megastigmidae,Hymenoptera,2,TSA,1.0
GENK00000000.1,Mythimna separata,Noctuidae,Lepidoptera,0,TSA,0.0
GEGV00000000.1,Plutella xylostella,Plutellidae,Lepidoptera,0,TSA,0.0
GERG00000000.1,Ptyssoptera sp. AB-2015,Palaephatidae,Lepidoptera,2,TSA,1.0
GDJO00000000.1,Cotesia glomerata,Braconidae,Hymenoptera,0,TSA,0.0
GBOS00000000.1,Dendrocerus carpenteri,Megaspilidae,Hymenoptera,1,TSA,1.0
GBXA00000000.1,Parnopes grandior,Chrysididae,Hymenoptera,2,TSA,1.0
GBWZ00000000.1,Pergagrapta polita,Pergidae,Hymenoptera,0,TSA,0.0
GBWS00000000.1,Aulacus burquei,Aulacidae,Hymenoptera,1,TSA,1.0
GBWR00000000.1,Polistes dominula,Vespidae,Hymenoptera,2,TSA,1.0
GBWQ00000000.1,Monosapyga clavicornis,Sapygidae,Hymenoptera,1,TSA,1.0
GBWV00000000.1,Stelis punctulatissima,Megachilidae,Hymenoptera,0,TSA,0.0
GBWP00000000.1,Pseudapis diversipes,Halictidae,Hymenoptera,0,TSA,0.0
GBWN00000000.1,Tiphia femorata,Tiphiidae,Hymenoptera,1,TSA,1.0
GBWM00000000.1,Diaeretus essigellae,Braconidae,Hymenoptera,0,TSA,0.0
GBWU00000000.1,Pediaspis aceris,Cynipidae,Hymenoptera,2,TSA,2.0
GBWJ00000000.1,Xiphydria camelus,Xiphydriidae,Hymenoptera,0,TSA,0.0
GBWF00000000.1,Systropha curvicornis,Halictidae,Hymenoptera,0,TSA,0.0
GBWE00000000.1,Pompilus cinereus,Pompilidae,Hymenoptera,1,TSA,1.0
GBVU00000000.1,Pelecinus polyturator,Pelecinidae,Hymenoptera,1,TSA,1.0
GBVT00000000.1,Netelia testacea,Ichneumonidae,Hymenoptera,1,TSA,1.0
GBWC00000000.1,Ichneumon albiger,Ichneumonidae,Hymenoptera,0,TSA,0.0
GBWA00000000.1,Synergus umbraculus,Cynipidae,Hymenoptera,1,TSA,1.0
GBVP00000000.1,Nomioides sp. AD-2014,Halictidae,Hymenoptera,0,TSA,0.0
